Date,close_price_.AEX,close_price_.AORD,close_price_.BFX,close_price_.BVSP,close_price_.FCHI,close_price_.FTSE,close_price_.GDAXI,close_price_.HSI,close_price_.IBEX,close_price_.KS11,close_price_.MXX,close_price_.N225,close_price_.NSEI,close_price_.SPX,close_price_.SSEC,close_price_.SSMI,rv5_.AEX,rv5_.AORD,rv5_.BFX,rv5_.BVSP,rv5_.FCHI,rv5_.FTSE,rv5_.GDAXI,rv5_.HSI,rv5_.IBEX,rv5_.KS11,rv5_.MXX,rv5_.N225,rv5_.NSEI,rv5_.SPX,rv5_.SSEC,rv5_.SSMI
2000-01-17,661.51,3140.6,3074.18,18048.74,5842.78,6668.6,7265.07,15574.56,11285.6,983.27,7447.12,NA,1611.6,NA,1433.33,7507,0.000145391,1.85E-05,0.000112609,0.000156485,0.000163087,7.44E-05,0.000257291,8.56E-05,0.000142731,0.000170408,1.44E-05,NA,5.17E-05,NA,0.000113111,2.57E-05
2000-01-18,647.72,3150.9,2972.1,17925.43,5672.95,6504.8,7084.47,15789.2,11066.3,981.52,7303.53,NA,1606.7,1455.41,1426.623,7404.8,0.000117115,2.43E-05,0.000390417,0.000195339,0.000261776,0.000146958,0.000379502,0.000156896,0.000166284,0.000534056,0.000111052,NA,7.56E-05,9.27E-05,0.000128177,4.81E-05
2000-01-19,642.59,3105.3,2977.53,17489.43,5649.46,6445.4,7099.06,15275.34,11120.7,939.15,7171.2,NA,1634.85,1455.71,1440.016,7336.8,0.00016461,5.16E-05,0.000103331,0.000182554,0.000188193,0.000116029,0.000307536,0.000407663,0.00018271,0.000391005,5.29E-05,NA,3.70E-05,4.91E-05,7.12E-05,4.45E-05
2000-01-20,644.79,3137.5,2971.57,17215.94,5709.74,6348.6,7107.32,15215.31,11047.6,943.41,7036.79,NA,1601.1,1444.96,1466.328,7251.2,0.000148522,3.97E-05,0.000151433,0.00020699,0.000128266,0.000112884,0.000292298,0.00023279,0.000189334,0.00065268,0.000167234,NA,4.59E-05,0.00012966,7.67E-05,5.91E-05
2000-01-21,641.47,3103.9,2930.97,17021.51,5681.32,6346.4,6982.78,15108.41,10969.3,926.03,6890.5,NA,1620.6,1440.66,1463.943,7236,0.000132747,5.17E-05,0.00028901,0.000146568,0.000203837,0.0001307,0.00033172,0.000163856,0.000167356,0.000672825,9.99E-05,NA,2.67E-05,5.03E-05,0.000104735,7.22E-05
2000-01-24,645.53,3099.3,2925.35,16971.73,5690.86,6380.1,6926.7,15167.55,10955,926.69,6855.35,NA,1613.6,1400.59,1476.922,7127.9,0.000102248,2.44E-05,0.000142009,0.000158084,0.000150726,0.000168501,0.000316985,0.000188919,0.000162455,0.000449653,0.000164007,NA,1.74E-05,0.000189534,0.000212692,6.32E-05
2000-01-25,640.03,3071.6,2857.82,NA,5597.5,6274.3,6856.21,15103.04,10863.5,894.82,6885.88,NA,1586.4,1409.51,1476.506,6954.8,0.000257341,7.55E-05,0.000169651,NA,0.000161277,0.000139676,0.000385745,0.000285968,0.000128191,0.000270536,7.09E-05,NA,3.84E-05,0.000175694,0.000216824,8.92E-05
2000-01-26,637.39,NA,2878.83,17030.77,5646.32,6375.1,6958.38,15427.72,11031.4,885.71,6918.94,NA,NA,1404.37,1481.072,6963.6,0.000121896,NA,0.000103568,0.000119699,0.000152041,0.00010046,0.000346754,0.000134605,7.98E-05,0.00043157,0.000100759,NA,NA,6.99E-05,6.42E-05,6.21E-05
2000-01-27,634.87,3081.8,2891.47,17113.85,5688.35,6441,7127.06,15917.81,11206.6,909.46,6854.39,NA,1603.9,1398.84,1505.66,7113.4,9.98E-05,2.46E-05,8.17E-05,0.00024626,0.000122905,6.02E-05,0.000266534,0.000196438,0.000146319,0.000391453,0.00016556,NA,2.40E-05,0.000187655,7.62E-05,5.44E-05
2000-01-28,632.46,3095.1,2884.6,16780.46,5731.05,6375.4,7054.38,16185.94,11009.3,941.99,6648.58,NA,1599.1,1362.02,1534.692,7029.6,0.00025358,2.63E-05,9.75E-05,0.000765484,0.000271433,0.000202517,0.000435676,0.000274685,0.000298252,0.000295564,0.000125365,NA,2.54E-05,0.000278108,0.000154004,9.41E-05
2000-01-31,612.38,3089.1,2806.29,16361.88,5659.81,6268.5,6841.43,15532.34,10835.1,943.88,6585.71,NA,1546.2,1393.34,NA,6894.7,0.000180666,3.38E-05,0.000285011,0.000193878,0.00015454,0.000145746,0.000372714,0.000375618,0.000201984,0.00034565,9.80E-05,NA,5.12E-05,0.000189149,NA,0.000129979
2000-02-01,619.23,3086,2786.03,16524.71,5773.42,6291.6,7036.17,15653.86,10970,929.59,6740.52,NA,1549.5,1408.92,NA,7025.2,9.39E-05,4.64E-05,7.74E-05,0.000182973,9.83E-05,0.000241078,0.000456057,0.000120415,0.000171087,0.000499851,0.000112754,NA,2.34E-05,0.000116687,NA,6.98E-05
2000-02-02,629.15,3119.6,2789.58,16814.38,5946.86,6302.4,7158.38,15789.82,11178.3,942.83,6769.43,19634.84,1588,1409.25,NA,7097.4,6.89E-05,6.19E-05,0.000109896,0.000169556,0.000121611,0.000173477,0.000229256,0.000139896,0.000140291,0.000303134,0.000146736,0.000159687,3.42E-05,9.42E-05,NA,8.56E-05
2000-02-03,649.59,3124.6,2888.4,17439.31,6149.67,6323.9,7344.29,15968.12,11544.1,951.39,7043.1,19860.58,1597.9,1424.2,NA,7182.9,0.000197424,5.85E-05,0.000165621,0.00023973,0.000319999,0.000290483,0.000388801,0.000196433,0.000155071,0.000431271,0.000467429,6.90E-05,1.46E-05,0.000148094,NA,8.83E-05
2000-02-04,660.95,3118.5,2924.13,17895.15,6275.72,6185,7405.87,NA,11580.1,NA,7236.54,19763.13,1599.75,1424.43,NA,7148.7,0.000243622,3.68E-05,0.000140312,0.000283706,0.000290409,0.000181691,0.000676455,NA,0.000156722,NA,0.0003037,4.77E-05,1.36E-05,6.75E-05,NA,0.000120246
2000-02-07,652.42,3131.7,2891.62,18101.27,6203.58,6118.3,7302.88,NA,11510.8,974.25,7592.57,19942.14,1636.6,1424.27,NA,7131.3,0.000163764,2.31E-05,8.14E-05,0.000172163,0.000179427,0.000198818,0.000183085,NA,0.000158895,0.000343012,0.000263061,4.85E-05,8.81E-06,6.02E-05,NA,7.49E-05
2000-02-08,667.585,3122.6,2910.99,18720.75,6297.66,6285.8,7554.57,16228.73,11834.8,962.64,7583.51,19860.75,1662.75,1440.9,NA,7130.9,0.000134897,2.54E-05,5.12E-05,0.000235602,0.000109952,0.000125754,0.000243581,0.000448602,0.000163874,0.000210729,0.000544932,5.55E-05,2.38E-05,9.10E-05,NA,6.24E-05
2000-02-09,667.15,3136.5,2815.06,18339.32,6271.6,6315.3,7627.74,16819.46,11939.5,975.57,7470.39,19998,1689.65,1412.47,NA,7031.7,0.000241276,5.96E-05,0.000196916,0.000218751,0.000272543,0.000263898,0.000296335,0.00038656,0.00018394,0.00017849,0.000174172,5.13E-05,0.000115452,9.31E-05,NA,9.87E-05
2000-02-10,661.29,3170.1,2741.63,18605.13,6207.52,6279.8,7661.82,16845.17,12020.6,974.36,7723.57,19744.84,1711.2,1415.98,NA,6998,0.000288574,9.81E-05,0.000172899,0.000200973,0.000166419,0.000222483,0.000297357,0.000332602,0.000186764,0.000475941,0.000181434,6.05E-05,4.82E-06,0.000116883,NA,9.72E-05
2000-02-11,661.25,3166.4,2769.49,18052.62,6287.01,6193.6,7700.63,17380.3,12432.6,953.42,7623.47,NA,1756,1380.47,NA,6973.4,0.000219467,7.02E-05,0.000737516,0.000254907,0.000256697,0.000274056,0.000346687,0.00089028,0.000257068,0.001157513,0.000200018,NA,6.06E-05,0.000102716,NA,9.41E-05
2000-02-14,654.72,3133.7,2839.91,17819.01,6268.32,6069.6,7624.16,17188.96,12458.6,910.87,7558.23,19562.51,1744.5,1389.72,1673.759,6921.7,0.000205533,0.000114165,0.000279132,0.000136263,0.000184446,0.000183449,0.000184278,0.001019958,0.000538695,0.000299875,6.61E-05,7.99E-05,2.91E-05,9.38E-05,0.000339555,5.50E-05
2000-02-15,652.34,3154.9,2832.35,17865.8,6092.63,6005.2,7428.65,16688.16,12165.1,880.3,7569.64,19354.25,1702.55,1402.6,1667.932,6806.4,0.000126427,5.98E-05,0.000107387,0.000213065,0.000223675,0.000165433,0.000233843,0.000417523,0.000256563,0.000479084,0.000114761,9.99E-05,2.70E-05,0.000131203,0.000844427,5.43E-05
2000-02-16,660.72,3152.6,2830.28,18163.36,6046.27,6147.2,7500.55,17043.39,12222.9,878.43,7600.72,19586.52,1711.1,1387.71,1691.55,6933.3,0.000153052,0.000121055,0.000127696,0.000195748,0.000235802,0.000249884,0.000622956,0.000237049,0.000350941,0.000995086,0.000132815,9.66E-05,2.61E-05,8.87E-05,0.000788512,7.67E-05
2000-02-17,667.97,3150,2820.69,17999.97,6154.96,6208,7617.94,16981.23,12326.7,898.75,7538.19,19803.13,1742.1,1387.29,1639.479,7029.4,0.000199222,4.70E-05,0.00032781,0.000200707,0.000403622,0.000248227,0.000416396,0.000369635,0.00027888,0.000981463,0.00011714,0.000125128,2.34E-05,0.000182937,0.002006558,0.000134976
2000-02-18,655.17,3117.1,2800.1,17616.98,6062.72,6165.6,7583.69,16599.16,12368,896.05,7345.57,19780.55,1717.8,1348.23,1666.553,7047,0.000230799,3.75E-05,8.33E-05,0.000147103,0.000190003,0.000129325,0.000244174,0.00020724,0.000105965,0.000593235,7.87E-05,7.17E-05,3.61E-05,0.000151008,0.000713725,6.19E-05
2000-02-21,649.34,3117.8,2780.48,17732.63,5967.28,6081.3,7558.59,16322.37,12260.3,844.7,7314.97,19574.14,1753.5,NA,1677.136,6962.7,0.000120751,9.48E-05,0.000195568,0.000163223,0.000142277,0.000163912,0.000310744,0.000479503,9.55E-05,0.00038515,1.42E-05,7.84E-05,1.15E-05,NA,0.000620272,4.29E-05
2000-02-22,647.28,3102.4,2721.34,17501.2,5963.31,6014.5,7616.4,16255.17,12076.9,849.92,7234.76,19422.98,1739.05,1351.97,1630.723,7037.5,0.00013146,2.97E-05,0.000344339,0.000178872,0.000306507,0.000251427,0.000258802,0.000508774,0.000157394,0.001009553,0.000111262,0.00010085,4.51E-05,0.000193855,0.000487733,6.31E-05
2000-02-23,652.52,3112.8,2730,17791.68,6031.25,6144.4,7697.24,16376.79,12312.3,880.03,7462.12,19520.34,1696.4,1362.07,1594.061,7091.7,0.000153386,3.82E-05,0.000514161,0.000141426,0.000146238,0.000223578,0.000210864,0.000171997,0.000158289,0.000657918,9.04E-05,7.16E-05,0.000153023,0.000121463,0.000420185,5.61E-05
