Date,close_price_.AEX,close_price_.AORD,close_price_.BFX,close_price_.BVSP,close_price_.FCHI,close_price_.FTSE,close_price_.GDAXI,close_price_.HSI,close_price_.IBEX,close_price_.KS11,close_price_.MXX,close_price_.N225,close_price_.NSEI,close_price_.SPX,close_price_.SSEC,close_price_.SSMI,rv5_.AEX,rv5_.AORD,rv5_.BFX,rv5_.BVSP,rv5_.FCHI,rv5_.FTSE,rv5_.GDAXI,rv5_.HSI,rv5_.IBEX,rv5_.KS11,rv5_.MXX,rv5_.N225,rv5_.NSEI,rv5_.SPX,rv5_.SSEC,rv5_.SSMI
2004-08-11,312.86,3521.1,2461.89,21569.71,3502.95,4311.2,3675.97,12343.13,7612.7,753.06,9849.93,11038.9,1621.6,1075.51,1385.018,5361.1,0.000121806,1.25E-05,4.23E-05,0.000101436,0.000111091,4.02E-05,0.000136406,6.44E-05,6.94E-05,5.87E-05,2.44E-05,4.40E-05,0.000141872,0.000106615,3.83E-05,6.30E-05
2004-08-12,311.57,3496.5,2467.93,21570.24,3494.23,4332,3661.28,12413.43,7608.6,766.73,9812.66,11028.07,1607.2,1063.18,1368.043,5356,9.18E-05,2.07E-05,3.86E-05,5.30E-05,9.97E-05,3.80E-05,0.000135564,8.51E-05,8.01E-05,0.000107205,8.40E-06,5.77E-05,0.000190298,5.06E-05,8.60E-05,5.04E-05
2004-08-13,310.68,3488.8,2453.52,21401.26,3484.84,4308.6,3650.35,12359.83,7578,776.03,9790.62,10757.2,1598.2,1064.78,1368.408,5309.8,8.86E-05,7.83E-06,3.93E-05,7.22E-05,7.21E-05,4.94E-05,0.000123946,5.40E-05,3.82E-05,0.000122266,4.37E-06,7.90E-05,0.00016049,4.43E-05,6.44E-05,5.90E-05
2004-08-16,314.37,3480.8,2471.98,21763.76,3516.68,4349.2,3698.67,12219.75,NA,773.86,9899.52,10687.81,1599.15,1079.5,1354.386,5354.2,8.24E-05,8.96E-06,4.58E-05,4.98E-05,6.50E-05,3.67E-05,9.75E-05,0.000101415,NA,9.45E-05,1.55E-05,6.98E-05,4.31E-05,4.25E-05,6.93E-05,6.67E-05
2004-08-17,315.72,3497.2,2479.17,22060.5,3533.13,4360.7,3705.26,12256.12,7669.9,771.03,9997.08,10725.97,1604.35,1081.17,1360.2,5378.4,7.16E-05,1.09E-05,3.82E-05,4.22E-05,5.97E-05,2.40E-05,8.84E-05,3.76E-05,4.11E-05,8.73E-05,2.65E-05,4.11E-05,8.02E-05,3.10E-05,8.58E-05,4.16E-05
2004-08-18,316.69,3486.6,2477.17,22778.77,3541.48,4356,3727.1,12228.54,7709,773.19,10080.55,10774.26,1581.8,1094.95,1358.4,5325.2,5.66E-05,4.13E-06,3.38E-05,0.000162418,6.07E-05,2.90E-05,0.000106516,2.80E-05,5.13E-05,9.76E-05,1.27E-05,7.26E-05,8.46E-05,4.69E-05,3.63E-05,4.96E-05
2004-08-19,317.29,3497.9,2491.19,22934.83,3544.42,4361.4,3717.22,12396.67,7738.3,788.53,10099.4,10903.53,1609.2,1090.7,1340.713,5351.9,4.41E-05,9.17E-06,3.76E-05,9.22E-05,3.97E-05,2.93E-05,0.0001126,6.51E-05,2.20E-05,7.03E-05,1.06E-05,2.04E-05,7.29E-05,3.82E-05,8.89E-05,3.49E-05
2004-08-20,316.5,3508.4,2490.56,23195.63,3538.02,4371.3,3715.32,12376.9,7705.5,787.64,10143.43,10889.14,1590.35,1098.24,1341.799,5344.2,3.66E-05,5.81E-06,2.77E-05,8.73E-05,5.09E-05,1.71E-05,6.03E-05,6.57E-05,4.07E-05,6.47E-05,7.23E-06,4.60E-05,0.000117311,2.64E-05,0.000143166,2.09E-05
2004-08-23,321.72,3536.5,2512.74,22852.13,3589.69,4405.9,3772.24,12431.77,7795.2,787.65,10169.19,10960.97,1578.2,1095.84,1325.989,5394.3,4.80E-05,1.60E-05,2.41E-05,0.00011599,4.44E-05,5.07E-05,9.48E-05,4.04E-05,2.62E-05,0.000157232,1.40E-05,2.09E-05,0.000104457,2.31E-05,5.69E-05,4.33E-05
2004-08-24,321.55,3539.3,2510.6,22870.14,3594.38,4408.9,3767.07,12646.49,7783.9,792.34,10222.68,10985.33,1591.6,1096.18,1344.864,5380.2,4.49E-05,3.89E-06,3.38E-05,6.60E-05,5.14E-05,2.05E-05,7.16E-05,0.000102279,2.75E-05,0.000108806,2.31E-05,4.45E-05,9.66E-05,3.42E-05,0.000238964,3.26E-05
2004-08-25,322.08,3529.2,2530.03,23058.41,3595.26,4408.9,3787.82,12793.03,7784,803.92,10237.89,11130.02,1595.7,1104.9,1340.392,5374.8,5.04E-05,5.34E-06,2.76E-05,8.81E-05,3.22E-05,1.70E-05,5.53E-05,7.24E-05,2.15E-05,6.53E-05,1.58E-05,5.81E-05,5.48E-05,2.76E-05,5.49E-05,3.63E-05
2004-08-26,324.5,3536.5,2550.63,22582.04,3629.84,4450.6,3832.7,12784.39,7836.6,810.21,10198.38,11129.33,1610.75,1105.44,1334.422,5430.4,2.73E-05,1.10E-05,2.12E-05,0.000108259,1.84E-05,4.42E-05,8.30E-05,4.64E-05,1.89E-05,6.51E-05,8.26E-06,3.98E-05,6.38E-05,1.51E-05,3.94E-05,3.44E-05
2004-08-27,326.31,3565.2,2562.48,22596.84,3649.24,4486.3,3856.03,12818.42,7879.5,810.32,10225.06,11209.59,1609,1108.2,1320.724,5463.9,4.58E-05,2.21E-05,1.35E-05,8.88E-05,3.70E-05,2.11E-05,4.66E-05,6.38E-05,2.92E-05,1.00E-04,5.23E-06,2.45E-05,6.84E-05,9.57E-06,5.92E-05,2.82E-05
2004-08-30,325.73,3563.6,2562.56,22869.15,3636.71,NA,3833.09,12877.78,7882.8,805.45,10199.54,11184.53,1628.45,1099.38,1319.955,5448.8,1.49E-05,6.54E-06,1.02E-05,0.000113517,1.24E-05,NA,2.26E-05,7.42E-05,1.53E-05,6.64E-05,5.73E-06,3.37E-05,4.98E-05,1.79E-05,5.36E-05,2.00E-05
2004-08-31,323.12,3565.2,2558.08,22803.19,3596.85,4464.7,3781.6,12850.28,7876.1,803.58,10264.32,11081.79,1631.75,1104.04,1342.209,5425.9,3.87E-05,4.72E-06,1.25E-05,7.28E-05,3.57E-05,3.49E-05,6.60E-05,5.98E-05,4.17E-05,6.17E-05,1.34E-05,7.59E-05,6.60E-05,2.80E-05,0.000166557,2.92E-05
2004-09-01,325.27,3581.5,2584.53,22512.87,3613.23,4498.7,3819.54,13023.87,7939.7,817.36,10329.75,11127.35,1635.45,1105.84,1321.631,5467.9,4.21E-05,1.08E-05,2.04E-05,0.000196477,5.10E-05,4.64E-05,7.75E-05,7.75E-05,3.24E-05,7.92E-05,1.69E-05,3.39E-05,2.53E-05,3.04E-05,4.66E-05,2.37E-05
2004-09-02,326.85,3593.1,2592.89,22688.07,3633.38,4512.7,3833.87,12999.07,7984.6,823.83,10422.63,11152.75,1629.3,1118.51,1328.035,5449.8,3.64E-05,5.06E-06,2.14E-05,0.000104233,3.37E-05,1.81E-05,4.03E-05,4.35E-05,2.59E-05,4.97E-05,1.41E-05,2.17E-05,7.08E-05,1.96E-05,0.000119315,3.13E-05
2004-09-03,328.75,3585.2,2621.27,22415.05,3665.94,4545.1,3868.17,12948.1,8051.3,820.71,10335.01,11022.49,1634.1,1114.3,1327.326,5502.5,5.10E-05,9.85E-06,1.84E-05,6.96E-05,5.15E-05,2.54E-05,9.81E-05,8.00E-05,5.54E-05,7.96E-05,1.23E-05,4.00E-05,4.15E-05,2.61E-05,5.87E-05,3.78E-05
2004-09-06,330.68,3583.8,2626.88,22501.53,3673.03,4563.1,3889.16,13104.34,8105.8,824.19,10376.11,11244.37,1644,NA,1320.203,5542.4,1.65E-05,2.94E-06,1.37E-05,2.67E-05,1.33E-05,9.83E-06,2.28E-05,5.24E-05,1.78E-05,6.83E-05,4.16E-06,7.17E-05,3.25E-05,NA,2.07E-05,2.11E-05
2004-09-07,331.74,3596.1,2626.52,NA,3682.14,4565.7,3885.84,13136.04,8099,818.81,10486.8,11298.94,1650.15,1121.21,1324.507,5559.9,2.10E-05,2.72E-06,1.36E-05,NA,1.82E-05,1.75E-05,2.96E-05,6.53E-05,1.47E-05,8.03E-05,1.92E-05,2.84E-05,3.46E-05,4.83E-05,3.73E-05,2.90E-05
2004-09-08,331.28,3594,2631.7,22534.32,3677.55,4557.2,3883.06,13049.96,8096.4,815.87,10537.96,11279.19,1656.25,1116.38,1309.442,5556.5,2.47E-05,9.00E-06,9.14E-06,8.05E-05,2.33E-05,2.50E-05,3.97E-05,7.91E-05,1.57E-05,6.08E-05,1.44E-05,2.13E-05,3.90E-05,2.27E-05,4.99E-05,2.31E-05
2004-09-09,327.87,3597.3,2624.37,22286.49,3652.02,4534.4,3849.03,12942.2,8038.8,821.69,10553.41,11170.96,1649,1118.17,1284.276,5519.4,3.63E-05,1.12E-05,1.74E-05,0.000230677,3.76E-05,2.34E-05,5.56E-05,5.51E-05,1.98E-05,0.000203512,1.75E-05,8.89E-05,0.000126268,3.20E-05,8.89E-05,2.91E-05
2004-09-10,329.72,3603.7,2628.4,21968.08,3677.61,4545.1,3885.77,13003.99,8049,836.32,10661.53,11083.23,1668.75,1123.87,1287.345,5536.7,2.97E-05,1.18E-05,1.25E-05,9.94E-05,3.16E-05,2.52E-05,4.50E-05,6.82E-05,1.92E-05,0.000129372,2.13E-05,0.000142183,6.40E-05,2.90E-05,8.66E-05,2.29E-05
2004-09-13,334.19,3616.7,2635.7,21809.22,3725.4,4564,3952.62,13139.57,8119.6,851.91,10620.38,11253.11,1675.2,1125.25,1260.677,5570.7,2.27E-05,8.77E-06,1.73E-05,9.92E-05,2.16E-05,1.61E-05,6.38E-05,3.71E-05,2.59E-05,0.000111054,2.40E-05,2.40E-05,5.38E-05,1.83E-05,5.38E-05,2.80E-05
2004-09-14,333.15,3630.2,2639.56,22309.43,3707.56,4543.1,3947.11,13148.06,8091.9,851.43,10701.05,11295.58,1685.55,1128.37,1300.558,5538.5,2.10E-05,9.40E-06,1.03E-05,0.000102781,2.56E-05,1.15E-05,2.40E-05,3.42E-05,1.09E-05,0.000108219,1.37E-05,2.85E-05,4.54E-05,1.43E-05,0.000335504,3.52E-05
2004-09-15,332.07,3638.8,2656.17,22343.52,3691.85,4552.6,3939.73,13084.4,8057.3,850.74,10660.91,11158.58,1683.2,1120.22,1355.407,5536.6,2.48E-05,7.72E-06,1.82E-05,7.99E-05,2.02E-05,1.81E-05,3.67E-05,6.69E-05,2.09E-05,8.32E-05,1.18E-05,3.28E-05,6.44E-05,2.24E-05,0.000548237,2.76E-05
2004-09-16,332.11,3637.3,2658.33,22875.77,3691.68,4559.6,3967.76,13209.84,8081.2,855.39,NA,11139.36,1705.7,1123.54,1371.05,5524.9,1.94E-05,1.43E-05,1.14E-05,5.83E-05,1.92E-05,1.54E-05,3.16E-05,4.03E-05,1.47E-05,9.68E-05,NA,3.67E-05,3.14E-05,1.26E-05,0.000240205,2.87E-05
2004-09-17,334.9,3643.8,2670.83,23073.59,3724.43,4594.7,3985.4,13224.93,8104.3,848.13,10789.62,11082.49,1733.65,1128.64,1414.874,5543.1,3.38E-05,4.09E-06,2.31E-05,7.06E-05,4.11E-05,3.48E-05,3.90E-05,5.55E-05,2.44E-05,0.000126857,2.88E-05,3.89E-05,0.000110003,2.32E-05,0.000245828,2.79E-05
2004-09-20,331.92,3642.4,2662.85,23078.24,3703.69,4579.2,3979.49,13221.33,8048.4,856.81,10803.68,NA,1728.8,1122.3,1463.413,5548.5,2.90E-05,7.66E-06,1.18E-05,7.14E-05,2.98E-05,1.63E-05,3.40E-05,5.97E-05,2.43E-05,0.000115489,1.28E-05,NA,7.66E-05,3.34E-05,0.000274174,2.91E-05
2004-09-21,334.07,3640.3,2678.25,23105.76,3731.14,4609.9,3992.55,13304.48,8078.3,857.13,10850.36,11080.87,1750.2,1129.26,1448.275,5602.7,3.46E-05,6.71E-06,1.91E-05,0.000125328,2.69E-05,1.75E-05,2.60E-05,8.34E-05,1.13E-05,5.57E-05,1.75E-05,2.14E-05,4.50E-05,1.57E-05,0.000548899,2.93E-05
2004-09-22,329.45,3653.3,2665.59,22748.97,3692.11,4594.2,3940.97,13272.23,8018.5,835.1,10777.23,11019.41,1753.9,1113.49,1419.848,5572.6,4.13E-05,5.36E-06,2.62E-05,9.59E-05,3.40E-05,2.56E-05,5.12E-05,6.05E-05,1.40E-05,0.000121697,2.89E-05,6.53E-05,0.000110854,5.75E-05,0.000287856,3.65E-05
2004-09-23,326.37,3646.2,2640.88,22943.55,3653.1,4569.1,3905.03,13280.43,7990.8,829.66,10811.36,NA,1726.15,1108.57,1464.663,5511.2,5.30E-05,1.39E-05,2.88E-05,8.50E-05,3.51E-05,2.30E-05,5.73E-05,5.12E-05,2.32E-05,0.000168472,6.56E-06,NA,0.000104254,2.68E-05,0.000334052,3.64E-05
2004-09-24,325.91,3634.9,2657.09,22972.07,3673.51,4578.9,3911.91,13066.84,7992.2,832.08,10856.39,10895.16,1720.95,1110.23,1435.703,5491.3,3.17E-05,7.00E-06,1.74E-05,4.55E-05,3.06E-05,1.69E-05,4.35E-05,6.32E-05,1.92E-05,0.000127811,1.08E-05,5.21E-05,9.70E-05,1.72E-05,0.000606451,3.33E-05
2004-09-27,323.47,3631.7,2652.48,22834.06,3656.93,4545.7,3876.89,13021.9,7944.2,NA,10687.6,10859.32,1716,1103.82,1427.398,5446.6,2.08E-05,7.90E-06,1.10E-05,3.96E-05,2.04E-05,2.40E-05,4.48E-05,7.52E-05,1.52E-05,NA,7.89E-05,5.49E-05,7.91E-05,1.89E-05,0.00030875,2.97E-05
2004-09-28,324.26,3639,2665.7,23230.64,3667.47,4567.9,3880.87,12950.8,7991,NA,10843.42,10815.57,1698.5,1110.26,1436.176,5499.3,3.36E-05,6.90E-06,1.68E-05,0.000121752,2.33E-05,2.77E-05,4.20E-05,8.37E-05,1.66E-05,NA,1.74E-05,4.60E-05,8.49E-05,2.40E-05,0.000166618,4.17E-05
2004-09-29,325.3,3668,2690.93,23208.35,3682.67,4590,3927.2,NA,8050.4,NA,10980.17,10786.1,1729.95,1114.51,1420.148,5534.2,3.15E-05,9.46E-06,1.76E-05,6.95E-05,2.25E-05,2.40E-05,5.26E-05,NA,2.56E-05,NA,2.82E-05,4.17E-05,0.000102026,2.49E-05,7.10E-05,2.16E-05
2004-09-30,323.94,3675.7,2693.21,23245.24,3634.23,4577.9,3893.37,13120.03,8033.3,835.45,10957,10823.87,1743.55,1114.28,1396.8,5465.3,4.95E-05,1.01E-05,2.21E-05,2.48E-05,4.80E-05,2.87E-05,5.08E-05,6.54E-05,2.48E-05,0.000115856,1.72E-05,6.84E-05,5.76E-05,2.83E-05,9.93E-05,4.62E-05
2004-10-01,330.87,3667.5,2725.12,23777.02,3730.16,4659.2,3994.02,NA,8203.4,845.98,11078.26,10985.17,1776.1,1131.38,NA,5528.9,4.61E-05,7.96E-06,2.11E-05,2.72E-05,4.35E-05,3.98E-05,6.64E-05,NA,3.86E-05,6.18E-05,1.15E-05,4.45E-05,9.16E-05,3.32E-05,NA,4.53E-05
2004-10-04,335.19,3701.8,2760.03,24150.39,3767.06,4684.8,4036.26,13359.25,8306.8,880.8,11181.63,11279.63,1806.3,1134.94,NA,5593.9,4.46E-05,1.10E-05,4.89E-05,2.31E-05,3.75E-05,5.55E-05,0.000162472,3.41E-05,9.03E-05,9.24E-05,2.01E-05,3.80E-05,0.000199909,4.17E-05,NA,2.70E-05
2004-10-05,336.1,3705.9,2765.83,24205.25,3770.24,4703.8,4045.21,13331.1,8303.2,884.84,11117.015,11281.83,1811.45,1134.64,NA,5596.9,4.75E-05,5.14E-06,1.85E-05,0.000106605,3.66E-05,2.45E-05,7.51E-05,3.84E-05,2.66E-05,7.09E-05,1.53E-05,3.28E-05,7.30E-05,2.03E-05,NA,3.22E-05
2004-10-06,336.95,3711,2775.2,24027.14,3764.59,4706.3,4050.32,13271.57,8327.5,887.47,11090.92,11385.38,1797.05,1141.84,NA,5593.9,3.93E-05,1.08E-05,1.60E-05,9.56E-05,3.25E-05,2.46E-05,6.63E-05,3.78E-05,2.34E-05,0.000156343,2.76E-05,4.95E-05,0.000125873,1.69E-05,NA,2.95E-05
2004-10-07,337.68,3708.3,2771.84,24104.18,3758.7,4691.9,4034.97,13321.73,8319.5,885.33,11097.96,11354.59,1816.5,1130.5,NA,5534.9,3.36E-05,1.37E-05,1.72E-05,4.73E-05,4.18E-05,3.65E-05,6.04E-05,5.98E-05,3.04E-05,0.000172832,1.19E-05,2.04E-05,7.90E-05,1.62E-05,NA,2.73E-05
2004-10-08,334.91,3697,2759.62,23926.85,3743.2,4702.9,4014.01,13241.46,8316.6,881.38,10920.97,11349.35,1819.9,1122.16,1423.02,5504.7,7.28E-05,1.80E-05,3.21E-05,5.34E-05,7.90E-05,3.92E-05,9.11E-05,8.63E-05,4.46E-05,0.000110194,2.55E-05,3.52E-05,8.83E-05,2.96E-05,0.00019833,4.49E-05
2004-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35E-05,NA,NA,NA
2004-10-11,334.43,3713.8,2759.16,23953.95,3727.64,4684.1,4019.19,13305.13,8303.6,881.12,10975.29,NA,1807.75,1124.68,1413.948,5475.1,2.93E-05,8.95E-06,2.16E-05,4.79E-05,2.26E-05,2.03E-05,3.43E-05,7.65E-05,1.45E-05,7.23E-05,1.07E-05,NA,6.12E-05,1.62E-05,0.000330326,3.16E-05
2004-10-13,331.53,3734,2752.51,23289.29,3694.32,4639,3972.03,13171.58,8295.7,856.18,10942.36,11195.99,NA,1113.36,1386.721,5462.7,4.00E-05,2.13E-06,2.45E-05,0.000182541,3.98E-05,3.21E-05,6.71E-05,8.92E-05,1.60E-05,5.04E-05,3.44E-05,9.32E-06,NA,4.37E-05,0.000105221,2.18E-05
2004-10-14,328.73,3716.4,2747.63,22959.48,3664.95,4630.4,3940.71,13035.38,8259.3,846.49,10876,11034.29,1794.75,1103.33,1333.366,5402.6,4.74E-05,7.53E-06,2.17E-05,8.30E-05,4.69E-05,3.28E-05,8.84E-05,4.84E-05,2.26E-05,0.00013646,1.15E-05,4.26E-05,8.55E-05,2.68E-05,0.000261007,3.91E-05
2004-10-15,327.94,NA,2743.56,23367.84,3670.76,4622.7,3922.11,NA,8261.1,NA,10991.43,NA,NA,1108.08,NA,5362.4,2.50E-05,NA,1.52E-05,6.51E-05,2.65E-05,2.06E-05,3.82E-05,NA,1.80E-05,NA,1.55E-05,NA,NA,5.32E-05,NA,2.36E-05
2004-10-18,326.65,3719.1,2752.82,23411.07,3659.81,4623.6,3911.84,13034.74,8268.1,848.21,11055.76,10965.62,1786,1114.06,1335.696,5365.4,4.04E-05,6.57E-06,2.05E-05,6.63E-05,3.77E-05,2.83E-05,7.23E-05,6.52E-05,1.87E-05,0.00013355,1.84E-05,3.69E-05,4.86E-05,3.95E-05,0.000183121,3.73E-05
2004-10-19,330.15,3726.6,2768.28,22892.99,3700.56,4654.6,3962.31,13154.55,8342.1,855.77,11023.79,11064.86,1808.4,1103.19,1337.687,5417.2,3.44E-05,5.33E-06,2.01E-05,0.000571033,3.06E-05,3.29E-05,5.68E-05,5.12E-05,2.01E-05,8.01E-05,3.03E-05,2.52E-05,9.69E-05,3.36E-05,0.000177018,3.54E-05
2004-10-20,325.51,3714.1,2755.79,22873.49,3665.68,4616.6,3917.16,12999.13,8297.7,828.41,11076.85,10882.18,1790.05,1103.53,1331.223,5376.4,4.50E-05,7.13E-06,2.51E-05,9.87E-05,3.79E-05,8.17E-05,5.87E-05,6.48E-05,1.59E-05,0.000126395,1.89E-05,6.52E-05,6.77E-05,5.38E-05,0.000178176,4.25E-05
2004-10-21,326.65,3716.4,2764.12,23058.95,3687.53,4618.8,3935.2,13015.2,8341.4,819.8,11166.89,10789.23,1779.75,1106.36,1310.996,5400.7,6.40E-05,1.03E-05,2.82E-05,9.21E-05,6.28E-05,6.57E-05,9.16E-05,3.66E-05,3.72E-05,0.000327602,1.39E-05,7.18E-05,9.33E-05,5.02E-05,0.000220116,5.86E-05
2004-10-22,327.03,3723.4,2765.87,22735.47,3687.17,4618.4,3930.78,NA,8375.7,828.19,11226.08,10857.13,NA,1095.6,1329.906,5397.7,3.83E-05,4.23E-06,1.68E-05,0.000114756,4.03E-05,2.50E-05,7.41E-05,NA,1.98E-05,0.000142649,1.65E-05,4.11E-05,NA,3.63E-05,0.000282353,3.21E-05
2004-10-25,322.03,3693.8,2730.58,22602.6,3609.06,4568.3,3853.44,12818.1,8238.4,808.15,11178.01,10659.15,1757.25,1094.9,1312.106,5309.7,4.48E-05,1.68E-05,2.94E-05,6.89E-05,5.90E-05,0.000107715,0.00012582,7.69E-05,2.06E-05,0.000219369,2.20E-05,0.00011036,0.000118362,4.68E-05,0.000178161,3.62E-05
2004-10-26,323.12,3719.9,2732.29,22848.91,3619.48,4584.7,3865.34,12852.35,8237.4,813.51,11341.58,10672.46,1781.05,1110.74,1324.728,5330,2.91E-05,1.16E-05,1.56E-05,7.52E-05,4.03E-05,2.98E-05,5.51E-05,5.93E-05,2.73E-05,7.45E-05,5.00E-05,2.76E-05,0.000125385,3.94E-05,0.000269402,2.78E-05
2004-10-27,327.26,3753.4,2756.83,23170.78,3672.38,4626.1,3924.46,12838.71,8328.1,809.94,11517.71,10691.95,1783.85,1125.43,1343.003,5368.5,4.50E-05,1.99E-05,2.82E-05,7.11E-05,5.90E-05,4.35E-05,9.62E-05,4.10E-05,3.43E-05,0.000145865,3.48E-05,4.11E-05,0.000125089,4.71E-05,0.000194502,3.74E-05
2004-10-28,330.62,3783.2,2785.85,22928.5,3721.82,4640.1,3972.61,13113.15,8430.5,833.54,11442.45,10853.12,1800.1,1127.23,1342.113,5414.2,5.40E-05,1.04E-05,2.63E-05,7.87E-05,5.86E-05,7.44E-05,6.44E-05,6.76E-05,3.84E-05,7.88E-05,3.18E-05,3.21E-05,7.17E-05,3.45E-05,0.000166028,4.30E-05
2004-10-29,330.48,3782.4,2785.45,23052.18,3706.82,4630.4,3967.93,13054.66,8440.2,835.19,11564.35,10768.86,1786.9,1129.5,1320.825,5363.9,5.94E-05,3.95E-06,1.47E-05,4.13E-05,6.50E-05,1.98E-05,6.49E-05,6.47E-05,2.91E-05,0.000146836,2.81E-05,4.92E-05,8.48E-05,2.92E-05,0.000227735,4.73E-05
2004-11-01,331.16,3796.5,2808.6,23272.98,3734.07,4676.2,4012.64,13094.25,NA,835.66,11622.44,10734.71,1797.75,1130.52,1305.817,5424.7,2.92E-05,7.66E-06,9.51E-06,2.99E-05,3.45E-05,2.21E-05,5.10E-05,6.45E-05,NA,7.63E-05,1.12E-05,2.07E-05,5.97E-05,1.54E-05,8.45E-05,2.77E-05
2004-11-02,334.28,3806.9,2828.11,NA,3765.84,4691,4039.03,13308.74,8501.1,846.67,11610.41,10887.81,1813.7,1130.49,1302.237,5486.1,2.25E-05,8.27E-06,2.14E-05,NA,2.88E-05,1.37E-05,2.45E-05,4.11E-05,2.44E-05,8.12E-05,1.10E-05,2.27E-05,5.02E-05,4.70E-05,0.000107965,2.52E-05
2004-11-03,335.57,3829.2,2840.46,23655.05,3769.93,4712.8,4038.86,13397.67,8530.4,861.04,11733.52,NA,1837.4,1140.91,1326.922,5532.9,4.87E-05,1.22E-05,2.77E-05,0.000121191,4.88E-05,5.63E-05,7.93E-05,8.59E-05,2.58E-05,0.000120288,6.43E-05,NA,5.77E-05,0.000229048,0.000142475,4.54E-05
2004-11-04,333.56,3849.8,2827.6,23889.19,3762.45,4718,4038.98,13369.09,8519.6,851.2,11864.42,10946.27,1834.85,1161.23,1304.687,5548.2,4.61E-05,7.57E-06,3.76E-05,8.39E-05,5.23E-05,2.28E-05,4.44E-05,6.70E-05,2.22E-05,7.17E-05,4.11E-05,2.25E-05,6.93E-05,3.41E-05,0.000131565,2.71E-05
2004-11-05,336.36,3851.5,2838.99,23518.49,3780.99,4731.3,4057.5,13494.95,8565.1,860.68,11793.87,11061.77,1852.3,1165.94,1305.396,5614.5,5.75E-05,1.62E-05,2.67E-05,0.000131943,5.96E-05,6.05E-05,8.00E-05,3.60E-05,3.23E-05,4.16E-05,2.15E-05,2.35E-05,4.59E-05,4.15E-05,0.000112501,3.82E-05
2004-11-08,337,3833,2829.92,23195.77,3776.99,4710.7,4068.03,13561.49,8567.7,846.11,11760,10983.83,1862.8,1164.97,1304.747,5602.5,2.44E-05,1.03E-05,2.94E-05,0.000144971,2.93E-05,1.82E-05,3.59E-05,4.98E-05,1.56E-05,0.000112247,1.22E-05,1.81E-05,5.65E-05,2.03E-05,6.90E-05,2.23E-05
2004-11-09,336.58,3847.3,2833.7,23238.2,3769.94,4715.2,4064.73,13516.67,8554.6,844.14,11786.91,10964.87,1858.75,1164.54,1307.656,5574.3,2.23E-05,7.43E-06,1.39E-05,7.49E-05,3.05E-05,1.33E-05,3.24E-05,3.11E-05,1.80E-05,7.56E-05,1.03E-05,2.43E-05,5.68E-05,2.34E-05,5.18E-05,1.50E-05
2004-11-10,338.43,3855.7,2849.76,23432.35,3784.91,4739.1,4087.47,13672.37,8524.1,860.54,11794.15,10994.96,1876.1,1163.2,1354.869,5609.6,2.06E-05,3.76E-06,1.92E-05,8.73E-05,2.30E-05,2.46E-05,4.26E-05,7.64E-05,1.90E-05,9.07E-05,1.92E-05,4.00E-05,3.49E-05,2.73E-05,0.000403626,1.94E-05
2004-11-11,342.37,3874.4,2870.68,23490.67,3833.79,4775.1,4131.39,13624.51,8550.9,861.31,11971.95,10846.92,1870.55,1173.88,1347.07,5649.5,3.53E-05,8.08E-06,1.91E-05,0.000110137,3.23E-05,2.02E-05,3.52E-05,7.19E-05,3.79E-05,0.000139477,1.27E-05,4.89E-05,4.25E-05,2.18E-05,0.000229791,2.04E-05
2004-11-12,343.61,3870.8,2862.31,23967.93,3835.11,4791.7,4144.66,13784.46,8552.8,876.67,11957.32,11019.98,1872.95,1183.84,1352.517,5690.9,1.81E-05,4.38E-06,1.48E-05,9.95E-05,2.88E-05,2.52E-05,3.23E-05,2.59E-05,2.13E-05,7.42E-05,2.00E-05,9.08E-05,4.47E-05,1.47E-05,0.000183505,2.33E-05
2004-11-15,342.48,3888.9,2851.35,NA,3820.97,4797.3,4134.87,13932.22,8520.2,882.32,11955.39,11227.57,NA,1184.03,1370.221,5674.1,1.98E-05,5.54E-06,1.74E-05,NA,2.27E-05,2.97E-05,3.05E-05,3.74E-05,1.72E-05,8.83E-05,1.20E-05,5.19E-05,NA,2.73E-05,9.80E-05,1.81E-05
2004-11-16,339.54,3877.8,2830.5,23746.55,3794.27,4766.8,4115.87,13746.08,8457.4,876.61,11951.16,11161.75,1879,1175.54,1369.978,5650.6,2.84E-05,7.94E-06,1.61E-05,9.21E-05,2.67E-05,1.67E-05,3.59E-05,6.85E-05,2.37E-05,7.27E-05,9.84E-06,4.19E-05,5.05E-05,2.40E-05,6.89E-05,2.53E-05
2004-11-17,342.22,3891.1,2841.07,24197.88,3844.14,4794.6,4181.71,13824.98,8613.1,885.42,12020.38,11131.29,1888.65,1181.82,1356.421,5681.5,3.97E-05,6.43E-06,2.34E-05,9.38E-05,4.15E-05,1.87E-05,5.99E-05,2.98E-05,3.91E-05,0.000121067,1.47E-05,3.20E-05,4.21E-05,4.76E-05,6.28E-05,2.78E-05
