"date","rate_prop","rate_prop2","tariff_prop","unemp_prop","inf_p_prop","inf_n_prop","inf_prop","war_prop","trade_p_prop","trade_n_prop","house_prop_d","house_prop","car_prop_d","chip_prop_d","ship_prop_d","inf_prop_d","trade_prop_d"
2016-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,0,0,0,0.0023094688221709,0,0,0.0023094688221709,0.0069284064665127,0,0,0,0,-0.0023094688221709,0,0,0,0
2016-11-07,0,0,0,0.00155763239875389,0.00155763239875389,0,0.00311526479750779,0,0.00155763239875389,0,0,0,0,0,0,0.00155763239875389,0.00155763239875389
2016-11-08,0,0,0,0,0.00176678445229682,0,0.00176678445229682,0.00353356890459364,0.00353356890459364,0,0.00176678445229682,0.00176678445229682,0,0,0,0.00176678445229682,0.00353356890459364
2016-11-09,0,0,0,0,0.00158982511923688,0,0.00158982511923688,0.00158982511923688,0.00158982511923688,0,0,0,0,0,0,0.00158982511923688,0.00158982511923688
2016-11-10,0,0,0.00135869565217391,0,0,0,0,0,0.00135869565217391,0.00135869565217391,0,0,-0.00135869565217391,0,0,0,0
2016-11-11,0.00537634408602151,0,0,0,0,0,0,0.00537634408602151,0,0,-0.00268817204301075,0.00268817204301075,0,0,0,0,0
2016-11-12,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0.0102040816326531
2016-11-13,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-14,0,0,0.00542005420054201,0,0.00542005420054201,0,0.00813008130081301,0,0.00813008130081301,0,0,0,0,0,0,0.00542005420054201,0.00813008130081301
2016-11-15,0,0,0.00150602409638554,0,0.00150602409638554,0,0.00150602409638554,0.00150602409638554,0,0,0,0.00150602409638554,0.00150602409638554,0,0,0.00150602409638554,0
2016-11-16,0,0,0,0,0,0,0,0.00687285223367698,0,0,0,0,0,0,0,0,0
2016-11-17,0,0,0,0,0,0,0,0.00165016501650165,0.00165016501650165,0,0,0.00165016501650165,0,0,0,0,0.00165016501650165
2016-11-18,0,0,0,0,0,0,0,0.00282885431400283,0.00282885431400283,0,0,0,0,0,0,0,0.00282885431400283
2016-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,0,0,0,0,0,0,0,0.00306748466257669,0.00613496932515337,0,-0.00306748466257669,0.00306748466257669,0,0,0,0,0.00613496932515337
2016-11-21,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,0,0,0.00186219739292365,0.00186219739292365,0,0,0,0,0,0.00186219739292365,0,0,0,0,0,0,-0.00186219739292365
2016-11-23,0,0,0.00182815356489945,0,0,0,0,0.00182815356489945,0,0,0,0,0,0,0,0,0
2016-11-24,0.0023696682464455,0.0023696682464455,0,0,0,0,0,0,0.004739336492891,0.004739336492891,0,0,0,0,0,0,0
2016-11-25,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0
2016-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,0,0,0,0,0,0,0,0.00200400801603206,0.00200400801603206,0,0,0,0,0,0,0,0.00200400801603206
2016-11-28,0,0.00513698630136986,0,0,0,0,0,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0,0.00342465753424658
2016-11-29,0,0.00113378684807256,0,0,0,0,0.00113378684807256,0.00226757369614512,0.00226757369614512,0,-0.00113378684807256,0.00113378684807256,0,0,0,0,0.00226757369614512
2016-11-30,0,0.00157977883096367,0,0,0,0,0,0.00315955766192733,0,0,0,0.00631911532385466,0,0,0,0,0
2016-12-01,0,0.00486223662884927,0,0,0.00324149108589951,0,0.00486223662884927,0.00162074554294976,0.00324149108589951,0,0,0,0,0,0,0.00324149108589951,0.00324149108589951
2016-12-02,0,0,0,0,0,0,0.00224215246636771,0,0.00672645739910314,0.00224215246636771,0,0,0,0,0,0,0.00448430493273543
2016-12-03,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0
2016-12-04,0,0,0,0,0,0,0,0,0,0.00740740740740741,-0.0037037037037037,0.0037037037037037,0,0,0,0,-0.00740740740740741
2016-12-05,0,0,0.00139275766016713,0,0.00139275766016713,0,0.00139275766016713,0.00139275766016713,0.00139275766016713,0,0,0.00139275766016713,0,0,0,0.00139275766016713,0.00139275766016713
2016-12-06,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0
2016-12-07,0.00126422250316056,0,0,0,0.00126422250316056,0,0.00505689001264223,0.00252844500632111,0,0,0.00126422250316056,0.00379266750948167,0,0,0,0.00126422250316056,0
2016-12-08,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0
2016-12-09,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0
2016-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-12,0,0.00191204588910134,0,0,0,0,0.00191204588910134,0.00191204588910134,0,0,0,0.00191204588910134,0,0,0,0,0
2016-12-13,0,0,0,0.00241545893719807,0,0,0,0.00483091787439614,0,0,0,0.00241545893719807,0,0,0,0,0
2016-12-14,0,0.00136425648021828,0,0,0.00136425648021828,0,0.00272851296043656,0.00409276944065484,0.00136425648021828,0,0,0,0,0,0,0.00136425648021828,0.00136425648021828
2016-12-15,0.00447093889716841,0.00447093889716841,0,0,0,0,0,0,0.0014903129657228,0,0,0,0,0,0,0,0.0014903129657228
2016-12-16,0,0.00327332242225859,0,0,0,0,0.00818330605564648,0.00490998363338789,0.0016366612111293,0.0016366612111293,0.00327332242225859,0.00327332242225859,0,0,0,0,0
2016-12-17,0,0,0,0,0,0,0.00418410041841004,0.00418410041841004,0,0,0,0,0,0,0,0,0
2016-12-18,0,0,0,0,0,0,0.00253807106598985,0,0,0,0,0.00253807106598985,0,0,0,0,0
2016-12-19,0,0.00138312586445367,0,0,0,0,0,0.00691562932226833,0,0.00138312586445367,-0.00276625172890733,0.00276625172890733,0.00138312586445367,0,0,0,-0.00138312586445367
2016-12-20,0,0,0,0,0,0,0.00710227272727273,0,0.00142045454545455,0.00284090909090909,0,0,0,0,0,0,-0.00142045454545455
2016-12-21,0,0,0,0,0,0,0,0.00471698113207547,0,0.00471698113207547,-0.00471698113207547,0.00471698113207547,0,0,0,0,-0.00471698113207547
2016-12-22,0,0,0,0,0,0,0.00122549019607843,0.00490196078431373,0,0.00122549019607843,0.00122549019607843,0.00122549019607843,0,0.00122549019607843,0,0,-0.00122549019607843
2016-12-23,0,0,0,0,0,0,0,0.00254452926208651,0,0.00254452926208651,0,0,0,0,0,0,-0.00254452926208651
2016-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-26,0,0,0,0,0,0,0.00146627565982405,0.00586510263929619,0.00146627565982405,0,0,0,0,0,0,0,0.00146627565982405
2016-12-27,0,0,0,0,0,0,0,0.00673854447439353,0.00134770889487871,0,0,0,0,0,0,0,0.00134770889487871
2016-12-28,0,0,0,0,0,0,0,0.0111940298507463,0,0,0,0,0,0,0,0,0
2016-12-29,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0
2016-12-30,0,0,0,0,0.00352112676056338,0,0.0105633802816901,0,0,0.00352112676056338,0,0,0,0,0,0.00352112676056338,-0.00352112676056338
2016-12-31,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0
2017-01-01,0,0,0,0,0,0,0,0.00602409638554217,0,0.0120481927710843,0,0.00602409638554217,0,0,0,0,-0.0120481927710843
2017-01-02,0,0,0,0,0,0,0.00158982511923688,0.00476947535771065,0.00317965023847377,0.00476947535771065,0,0,-0.00158982511923688,0,0,0,-0.00158982511923688
2017-01-03,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0
2017-01-04,0,0,0,0,0,0,0,0.005859375,0.00390625,0,0,0,0,0,0,0,0.00390625
2017-01-05,0,0,0,0,0.00149476831091181,0,0.00149476831091181,0.00298953662182362,0.00448430493273543,0,0,0.00149476831091181,0,0,0,0.00149476831091181,0.00448430493273543
2017-01-06,0,0,0,0,0,0,0,0.00276243093922652,0.00276243093922652,0.00552486187845304,0,0,0,0,0,0,-0.00276243093922652
2017-01-07,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0
2017-01-08,0,0,0.00239234449760766,0,0.00239234449760766,0,0.00478468899521531,0.00717703349282297,0.00239234449760766,0,0,0.00478468899521531,0,0,0,0.00239234449760766,0.00239234449760766
2017-01-09,0,0,0,0,0,0,0,0.00483091787439614,0,0,0,0,0.00241545893719807,0,0,0,0
2017-01-10,0,0,0,0.00374531835205993,0,0.00187265917602996,0.00187265917602996,0.00374531835205993,0.00187265917602996,0.0112359550561798,0,0,-0.00374531835205993,0,0,-0.00187265917602996,-0.00936329588014981
2017-01-11,0,0,0.00124688279301746,0.00124688279301746,0.00124688279301746,0,0.00623441396508728,0.00498753117206983,0.00249376558603491,0.00124688279301746,0,0.00124688279301746,0,0,0,0.00124688279301746,0.00124688279301746
2017-01-12,0,0,0,0,0,0,0,0.00514579759862779,0,0,0,0,0,0,0,0,0
2017-01-13,0.00342465753424658,0,0,0,0,0,0,0,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0
2017-01-14,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0
2017-01-15,0,0,0,0,0,0,0,0,0,0,-0.00413223140495868,0.00826446280991736,0,0,0,0,0
2017-01-16,0,0,0,0,0,0,0,0,0.00363636363636364,0.00363636363636364,0,0,0,0,0,0,0
2017-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-18,0,0,0,0,0.00293255131964809,0,0.00586510263929619,0.00439882697947214,0.00146627565982405,0,0,0,0,0,0,0.00293255131964809,0.00146627565982405
2017-01-19,0,0,0,0,0.00232018561484919,0,0.0116009280742459,0.00116009280742459,0.00232018561484919,0,0,0,0,0,0,0.00232018561484919,0.00232018561484919
2017-01-20,0,0,0,0,0,0,0.00317965023847377,0.00635930047694754,0.00158982511923688,0,0,0,0,0,0,0,0.00158982511923688
2017-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,0,0.00314465408805031,0,0,0,0.00314465408805031,0.00314465408805031,0.00628930817610063,0.00628930817610063,0.00628930817610063,0,0,0,0,0,-0.00314465408805031,0
2017-01-23,0,0,0,0.00144508670520231,0,0,0.00144508670520231,0,0.00144508670520231,0,0.00144508670520231,0.00144508670520231,0,0,0,0,0.00144508670520231
2017-01-24,0,0,0,0,0.00128700128700129,0,0.00128700128700129,0.00900900900900901,0.00514800514800515,0.00257400257400257,0,0,0,0,0,0.00128700128700129,0.00257400257400257
2017-01-25,0,0,0,0,0,0,0.00113378684807256,0.00566893424036281,0.00566893424036281,0,0,0,0,0,0,0,0.00566893424036281
2017-01-26,0,0,0.00159744408945687,0,0,0,0,0.00319488817891374,0.00638977635782748,0,0,0,0,0,0,0,0.00638977635782748
2017-01-27,0,0,0,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0
2017-01-28,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0
2017-01-29,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0,0,0,0,0
2017-01-30,0,0.00337837837837838,0,0,0,0,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0,0,0.00337837837837838
2017-01-31,0,0,0.00272479564032698,0,0,0,0,0.00817438692098093,0,0,0,0,0,0,0,0,0
2017-02-01,0,0,0,0,0,0,0,0.0073394495412844,0.0055045871559633,0,0.0073394495412844,0.0073394495412844,0,0,0,0,0.0055045871559633
2017-02-02,0.00244498777506112,0,0,0,0.0097799511002445,0,0.0122249388753056,0.00244498777506112,0,0,0,0.00244498777506112,0,0,0,0.0097799511002445,0
2017-02-03,0,0.00204081632653061,0,0,0.00204081632653061,0,0.00612244897959184,0.00816326530612245,0,0.00204081632653061,0,0,0,0,0,0.00204081632653061,-0.00204081632653061
2017-02-04,0,0,0.00478468899521531,0,0.00478468899521531,0,0.0143540669856459,0.00478468899521531,0.00478468899521531,0,0,0,0,0,0,0.00478468899521531,0.00478468899521531
2017-02-05,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,-0.0072992700729927,0,0,0,0
2017-02-06,0,0,0.00259067357512953,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0
2017-02-07,0,0,0,0,0.00174825174825175,0,0.0034965034965035,0.00524475524475524,0,0,0,0,0,0,0,0.00174825174825175,0
2017-02-08,0,0,0,0,0,0,0.00384615384615385,0.0153846153846154,0.00769230769230769,0,0,0.00384615384615385,0,0,0,0,0.00769230769230769
2017-02-09,0,0,0,0,0,0,0,0.00806451612903226,0,0,0,0.0032258064516129,0,0,0,0,0
2017-02-10,0,0,0,0,0,0,0.003125,0.003125,0.003125,0,0,0,0,0,0,0,0.003125
2017-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,0,0,0,0,0,0,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0,0,0
2017-02-13,0,0,0,0,0.00297619047619048,0,0.00446428571428571,0.00148809523809524,0.00297619047619048,0,0,0.00148809523809524,0,0,0,0.00297619047619048,0.00297619047619048
2017-02-14,0,0.00172711571675302,0,0,0.00172711571675302,0,0.00518134715025907,0,0.00172711571675302,0,0,0,0.00172711571675302,0,0,0.00172711571675302,0.00172711571675302
2017-02-15,0,0,0,0.00179856115107914,0,0,0,0.00179856115107914,0.00179856115107914,0.00359712230215827,0,0,-0.00179856115107914,0,0,0,-0.00179856115107914
2017-02-16,0,0,0,0.00151975683890578,0.00151975683890578,0,0.00151975683890578,0.00303951367781155,0,0.00151975683890578,0,0,0,0,0,0.00151975683890578,-0.00151975683890578
2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-18,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0
2017-02-19,0,0,0,0,0,0,0,0,0.00754716981132075,0.00377358490566038,0,0,0,0,0,0,0.00377358490566038
2017-02-20,0,0,0,0,0.00168634064080944,0,0.00337268128161889,0.00843170320404722,0,0,-0.00168634064080944,0.00337268128161889,0,0,0,0.00168634064080944,0
2017-02-21,0,0,0,0,0,0,0.0021978021978022,0.0021978021978022,0.0021978021978022,0,0,0,0,0.0021978021978022,0,0,0.0021978021978022
2017-02-22,0,0,0,0,0,0,0.00177304964539007,0.00531914893617021,0.00354609929078014,0.00177304964539007,0,0,0,0,0,0,0.00177304964539007
2017-02-23,0.0049079754601227,0,0,0,0,0,0,0.00368098159509202,0,0,0,0,0,0,0,0,0
2017-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0
2017-02-26,0,0,0,0,0.00421940928270042,0,0.00421940928270042,0.00843881856540084,0,0,0,0,0,0,0,0.00421940928270042,0
2017-02-27,0,0,0,0,0,0,0,0.00338409475465313,0,0,0,0,0,0.00169204737732657,0,0,0
2017-02-28,0,0,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0
2017-03-01,0,0,0,0,0,0,0,0.00804828973843058,0.0100603621730382,0.00201207243460765,0,0,0,0,0,0,0.00804828973843058
2017-03-02,0,0,0,0.00164473684210526,0,0,0,0.00657894736842105,0.00822368421052632,0.00328947368421053,0,0,-0.00164473684210526,0.00164473684210526,0,0,0.00493421052631579
2017-03-03,0,0,0,0,0.00375234521575985,0,0.00562851782363977,0.00562851782363977,0,0.00187617260787992,0,0,0,0,0,0.00375234521575985,-0.00187617260787992
2017-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-05,0,0.0028169014084507,0,0,0,0,0.0028169014084507,0.00563380281690141,0,0,0.0028169014084507,0.0028169014084507,0,0,0,0,0
2017-03-06,0,0.00115473441108545,0,0,0,0,0.00115473441108545,0.0023094688221709,0,0,0.00115473441108545,0.0023094688221709,0,0,0,0,0
2017-03-07,0,0,0.00550964187327824,0,0,0,0,0.00275482093663912,0.00275482093663912,0,0,0,0.00275482093663912,0,0,0,0.00275482093663912
2017-03-08,0,0.00191570881226054,0,0,0,0,0,0.00383141762452107,0.00191570881226054,0,0,0,0,0,0,0,0.00191570881226054
2017-03-09,0,0,0,0,0,0,0,0.0050251256281407,0.0050251256281407,0,0.0016750418760469,0.0033500837520938,0,-0.0016750418760469,0,0,0.0050251256281407
2017-03-10,0,0.00146627565982405,0,0,0,0,0,0.00146627565982405,0,0,0,0.00293255131964809,0,0,0,0,0
2017-03-11,0,0,0,0,0,0,0,0.0127388535031847,0,0,0,0,0,0,0,0,0
2017-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-13,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
2017-03-14,0,0,0,0,0,0.00898876404494382,0.00898876404494382,0.00224719101123596,0.00224719101123596,0.00898876404494382,0,0,0,0,0,-0.00898876404494382,-0.00674157303370787
2017-03-15,0,0,0,0,0,0,0,0.00313479623824451,0.00313479623824451,0,0,0,0,0,0,0,0.00313479623824451
2017-03-16,0.00241545893719807,0.00483091787439614,0,0,0,0,0,0,0.00241545893719807,0.00241545893719807,0,0,0,0,0,0,0
2017-03-17,0.00154320987654321,0.00154320987654321,0,0,0,0,0,0.00771604938271605,0,0.00154320987654321,0,0,0,0,0,0,-0.00154320987654321
2017-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-19,0,0,0,0,0,0,0,0.00947867298578199,0,0,0,0,0,0,0,0,0
2017-03-20,0,0,0,0,0.00481927710843374,0,0.00481927710843374,0.00240963855421687,0.00240963855421687,0,0.00240963855421687,0.00240963855421687,0,0,0,0.00481927710843374,0.00240963855421687
2017-03-21,0,0,0,0,0.0015600624024961,0,0.0031201248049922,0.0015600624024961,0.0015600624024961,0,0,0,0,0,0,0.0015600624024961,0.0015600624024961
2017-03-22,0,0,0,0,0.00125628140703518,0,0.00251256281407035,0.0050251256281407,0.00376884422110553,0,0,0.00125628140703518,0,0,0,0.00125628140703518,0.00376884422110553
2017-03-23,0,0,0,0,0,0,0,0.00426136363636364,0,0,0,0,0,0,0,0,0
2017-03-24,0,0.00135685210312076,0,0,0,0,0,0.00271370420624152,0,0,0,0,0,0,0,0,0
2017-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-26,0,0.00223713646532438,0,0,0,0,0,0.00671140939597315,0,0,-0.00223713646532438,0.00223713646532438,0,0,0,0,0
2017-03-27,0,0,0,0,0,0,0,0.0050761421319797,0.00126903553299492,0,0,0,0,0,0,0,0.00126903553299492
2017-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-29,0,0,0,0,0,0,0,0.0122199592668024,0.00203665987780041,0.00203665987780041,0,0,0,0,0,0,0
2017-03-30,0,0,0,0,0,0,0,0.00263157894736842,0.00263157894736842,0,0,0,0,0,0,0,0.00263157894736842
2017-03-31,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,0,0,0,0,0,0,0,0,0.0075187969924812,0,0,0,0,0,0,0,0.0075187969924812
2017-04-02,0,0,0,0.0032258064516129,0,0,0,0,0.00645161290322581,0,0,0,0,0,0,0,0.00645161290322581
2017-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-04,0,0,0,0,0.0144092219020173,0.00288184438040346,0.0201729106628242,0.00576368876080692,0.00288184438040346,0,0,0.00288184438040346,0,0,0,0.0115273775216138,0.00288184438040346
2017-04-05,0,0,0,0,0,0,0,0.0114942528735632,0.0114942528735632,0,0,0,0,0,0,0,0.0114942528735632
2017-04-06,0,0,0,0,0,0,0,0.0050761421319797,0.00338409475465313,0,0,0,0,0,0,0,0.00338409475465313
2017-04-07,0,0,0,0,0,0,0,0.00977198697068404,0.00325732899022801,0,0,0,0,0,0,0,0.00325732899022801
2017-04-08,0,0,0,0,0,0,0,0.013953488372093,0,0,0,0,0,0,0,0,0
2017-04-09,0,0,0,0,0,0,0.00284090909090909,0.00568181818181818,0.00284090909090909,0.00284090909090909,0,0,0,0,0,0,0
2017-04-10,0,0,0,0,0.00276243093922652,0,0.00276243093922652,0.0165745856353591,0.00828729281767956,0.00276243093922652,0,0,0,0,0,0.00276243093922652,0.00552486187845304
2017-04-11,0,0,0,0,0,0,0.00202020202020202,0.00202020202020202,0.0101010101010101,0,0,0,0,0,0,0,0.0101010101010101
2017-04-12,0,0,0,0,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0,0,0,0,0,0,0,0.00162074554294976
2017-04-13,0.00141442715700141,0,0,0,0,0,0,0.00424328147100424,0.00565770862800566,0,0.00141442715700141,0.00141442715700141,0,0.00141442715700141,0,0,0.00565770862800566
2017-04-14,0,0,0,0,0,0.00410677618069815,0.00410677618069815,0.0308008213552361,0.00205338809034908,0.00205338809034908,0,0,0,0,0,-0.00410677618069815,0
2017-04-15,0,0,0,0,0,0,0,0.0235294117647059,0,0,0,0,0,0,0,0,0
2017-04-16,0,0,0,0,0,0,0,0.0072202166064982,0.0036101083032491,0,0,0,0,0,0,0,0.0036101083032491
2017-04-17,0,0,0,0,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0,0
2017-04-18,0,0.00246305418719212,0,0,0,0,0,0.0172413793103448,0.00738916256157635,0,0,0,0,0,0,0,0.00738916256157635
2017-04-19,0,0,0,0,0,0.00268456375838926,0.00268456375838926,0.0134228187919463,0,0,0,0,0.00134228187919463,0,0,-0.00268456375838926,0
2017-04-20,0,0,0,0,0,0,0,0.00557620817843866,0,0,0,0,0,0,0,0,0
2017-04-21,0,0,0,0,0,0,0,0.0142630744849445,0.00950871632329636,0,0,0,0,0,0,0,0.00950871632329636
2017-04-22,0,0,0,0,0,0,0,0.0226244343891403,0.00904977375565611,0,0,0,0,0,0,0,0.00904977375565611
2017-04-23,0,0,0,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0.00418410041841004
2017-04-24,0,0,0,0,0,0,0.00171232876712329,0.00171232876712329,0,0,0,0,0,0,0,0,0
2017-04-25,0,0,0,0,0,0,0,0.00468384074941452,0.00234192037470726,0,0,0,0,0.00117096018735363,0,0,0.00234192037470726
2017-04-26,0,0,0,0,0,0,0,0.00824175824175824,0.00274725274725275,0,0,0,0,0,0,0,0.00274725274725275
2017-04-27,0,0,0.00199600798403194,0,0,0,0,0.00998003992015968,0.00199600798403194,0,0.00199600798403194,0.00399201596806387,0,0,0,0,0.00199600798403194
2017-04-28,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0
2017-04-29,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0
2017-04-30,0,0,0,0,0,0,0,0.00409836065573771,0.00819672131147541,0,0,0.00409836065573771,0,0,0,0,0.00819672131147541
2017-05-01,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0
2017-05-02,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0.0115606936416185,0.00289017341040462,0,0,0.00289017341040462,0,0,0,0.00289017341040462,0.00289017341040462
2017-05-03,0,0,0,0,0,0,0,0,0.00409836065573771,0,0,0,0,0,0,0,0.00409836065573771
2017-05-04,0.00151745068285281,0,0,0,0,0,0,0.00606980273141123,0.00303490136570561,0.00151745068285281,0,0.00151745068285281,0,0,0,0,0.00151745068285281
2017-05-05,0,0,0,0,0,0,0,0.00809716599190283,0,0,0,0,0,0,0,0,0
2017-05-06,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,0,0,0
2017-05-07,0,0,0,0,0,0,0,0.00763358778625954,0.00763358778625954,0,0,0,0,0,0,0,0.00763358778625954
2017-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-09,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0,0,0,0,0,0
2017-05-10,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,-0.00099009900990099,0,0
2017-05-11,0,0,0,0,0,0,0,0.0036036036036036,0.00540540540540541,0,0,0,0,0,0,0,0.00540540540540541
2017-05-12,0,0,0,0,0,0,0,0.00189393939393939,0,0,0,0,0,0,0,0,0
2017-05-13,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0
2017-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-15,0,0,0,0,0,0,0,0,0.00586510263929619,0,0,0,0,0,0,0,0.00586510263929619
2017-05-16,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0,0.00319488817891374
2017-05-17,0.00132275132275132,0,0,0,0.00264550264550265,0,0.00396825396825397,0.00132275132275132,0.00264550264550265,0,0,0,0,0,0,0.00264550264550265,0.00264550264550265
2017-05-18,0.00138888888888889,0.00138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-19,0,0,0.00155038759689922,0,0,0,0,0.0062015503875969,0.00155038759689922,0,0,0,0,0,0,0,0.00155038759689922
2017-05-20,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0
2017-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-22,0,0,0,0,0,0.00274348422496571,0.00274348422496571,0.00411522633744856,0.00137174211248285,0,0,0,0,0,0,-0.00274348422496571,0.00137174211248285
2017-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-24,0,0,0,0,0,0,0,0.0043731778425656,0,0,0.00145772594752187,0.00145772594752187,0,0,0,0,0
2017-05-25,0.00424628450106157,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0.00212314225053079
2017-05-26,0,0,0,0,0,0,0,0.00187617260787992,0,0,0,0.00187617260787992,0,0,0,0,0
2017-05-27,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0,0,0,0,0
2017-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,0.00141442715700141,0,0,0,0.00141442715700141,0,0.00282885431400283,0.00282885431400283,0.00282885431400283,0.00141442715700141,0,0,0,0,0,0.00141442715700141,0.00141442715700141
2017-06-02,0,0,0,0,0,0,0.00291120815138282,0.00291120815138282,0.00436681222707424,0,0,0,0,-0.00145560407569141,0,0,0.00436681222707424
2017-06-03,0,0,0.0072992700729927,0,0,0,0.0072992700729927,0.0218978102189781,0,0,0,0,0,0,0,0,0
2017-06-04,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0.00353356890459364
2017-06-05,0,0,0,0,0,0,0.00173310225303293,0.00173310225303293,0.00346620450606586,0.00346620450606586,0,0.00173310225303293,0,0,0,0,0
2017-06-06,0,0,0,0,0,0,0,0.00166944908180301,0,0,-0.00166944908180301,0.00166944908180301,0,0,0,0,0
2017-06-07,0,0,0,0,0,0,0.00153139356814701,0.00306278713629403,0.00153139356814701,0.00153139356814701,0,0,0,0,0,0,0
