"date","T10Y3M","TEDRATE","rv5_.AEX","rv5_.BFX","rv5_.BSESN","rv5_.FCHI","rv5_.FTSE","rv5_.GDAXI","rv5_.HSI","rv5_.IBEX","rv5_.KS11","rv5_.N225","rv5_.NSEI","rv5_.SPX","rv5_.SSEC","rv5_.SSMI","rv5_.STOXX50E","diff_data.close_price_.AEX","diff_data.close_price_.BFX","diff_data.close_price_.BSESN","diff_data.close_price_.FCHI","diff_data.close_price_.FTSE","diff_data.close_price_.GDAXI","diff_data.close_price_.HSI","diff_data.close_price_.IBEX","diff_data.close_price_.KS11","diff_data.close_price_.N225","diff_data.close_price_.NSEI","diff_data.close_price_.SPX","diff_data.close_price_.SSEC","diff_data.close_price_.SSMI","diff_data.close_price_.STOXX50E","diff_data.DTB3","diff_data.CNY","diff_data.EUR","diff_data.SGD","diff_data.JPY","diff_data.HKD","diff_data.NZD","diff_data.GBP","diff_data.Gold","diff_data.CrudeOil","diff_data.NatGas","diff_data.Soybean","diff_data.Cotton"
"2000-10-11",-0.46,-0.46,0.011656972,0.009305912,0.020259566,0.016427964,0.013832173,0.018602580,0.014274243,0.010850760,0.023125549,0.011653626,0.005830952,0.019428304,0.006884766,0.010020030,0.017375385,-2.687718e-02,-2.140197e-03,-2.863336e-02,-2.943340e-02,-2.311493e-02,-3.076704e-02,-2.784369e-02,-3.073714e-02,-5.216142e-02,-2.004771e-02,-3.036061e-02,-1.601757e-02,-4.346380e-03,-1.902112e-02,-2.951455e-02, 0.000000e+00,-3.623735e-05,-3.793762e-03, 2.285453e-04,-2.505453e-03, 1.923632e-04,-7.166718e-03,-9.345863e-03,-6.999454e-03, 0.000000e+00, 8.419939e-02, 4.132237e-03,-1.121334e-02
"2000-10-13",-0.46,-0.46,0.016128484,0.009449868,0.018888859,0.018307703,0.012796914,0.022205765,0.017330176,0.013229815,0.035069317,0.016201790,0.005700877,0.013314954,0.005099020,0.010096187,0.017479474, 7.410568e-03, 1.854659e-03,-2.576362e-02, 1.433963e-02, 1.514663e-02, 1.419928e-02,-2.996114e-02,-2.604386e-02,-6.777852e-02,-1.188321e-02,-2.114724e-02, 6.985575e-03,-8.083882e-03,-4.707491e-03, 6.823753e-03,-4.971013e-03,-2.415897e-05, 1.701135e-02, 2.339583e-03, 3.715746e-04,-1.282380e-04, 1.964504e-02, 1.574426e-03, 6.999454e-03, 5.573283e-02,-8.992901e-03,-2.452510e-02,-1.149890e-02
"2000-10-16",-0.54,-0.54,0.010923049,0.008056054,0.021938277,0.015487608,0.008613942,0.013381779,0.013376322,0.015092217,0.022563444,0.013625748,0.006833740,0.009674709,0.004135215,0.006899275,0.011324708, 2.986191e-03, 8.902847e-03,-2.747873e-03, 4.555389e-03, 1.227934e-02, 2.733714e-03, 1.975521e-02, 7.421524e-03, 5.499257e-02, 1.180263e-02,-1.105348e-03, 2.548244e-04,-8.033614e-03,-5.678398e-03, 4.249153e-03, 6.622541e-03,-3.623954e-05, 9.263125e-03,-2.850221e-04, 5.834160e-03, 6.412106e-05, 8.068627e-03, 9.775653e-03,-3.309413e-03,-5.724236e-02,-3.306083e-02,-1.758638e-02,-6.676200e-03
"2000-10-17",-0.62,-0.62,0.010659784,0.010214304,0.022151501,0.012691690,0.007266361,0.012474855,0.013714773,0.011030367,0.023321878,0.008671793,0.010346545,0.011961271,0.003660601,0.010740438,0.010525113,-6.950425e-03,-1.065105e-02,-1.728057e-02,-2.030474e-03,-1.136039e-02,-1.018580e-03,-6.698894e-03, 5.752471e-04,-6.836992e-02,-1.115641e-02,-1.491350e-02,-1.749252e-02, 3.504975e-03, 3.368868e-03,-1.923488e-03, 9.852296e-03, 3.623954e-05,-2.118146e-03, 8.548227e-04,-1.386002e-03,-6.412106e-05, 3.296567e-03, 2.008240e-03,-1.474360e-03,-4.541952e-03, 1.941809e-02, 5.896560e-03, 7.971183e-04
"2000-10-18",-0.64,-0.64,0.014642165,0.012774271,0.018658242,0.021414014,0.016514569,0.021858156,0.015984805,0.023147246,0.043937968,0.016140849,0.006693280,0.026074796,0.003078961,0.012492758,0.023489572,-9.237796e-03, 5.686684e-04,-1.960820e-02,-2.296887e-02,-1.015517e-02,-2.598818e-02,-2.829254e-02,-3.664422e-02, 1.069800e-03,-3.096561e-02,-1.922424e-02,-6.182722e-03, 6.969669e-03, 3.475391e-03,-2.674845e-02, 0.000000e+00,-3.623954e-05, 1.372965e-02, 8.540926e-04,-3.427040e-03, 6.412106e-05, 4.327358e-03,-2.630670e-03,-2.955371e-03, 1.804556e-02,-4.686893e-02, 5.343308e-04,-1.170166e-02
"2000-10-19",-0.66,-0.66,0.010827465,0.008485281,0.027192333,0.013129356,0.009777525,0.012888949,0.016682146,0.013436480,0.034220535,0.013326290,0.010920989,0.016478956,0.003633180,0.007204165,0.022245022, 2.435456e-02, 4.766075e-03, 2.993456e-02, 2.290299e-02, 1.293909e-02, 2.714461e-02,-2.492986e-03, 3.215812e-02, 7.190400e-04,-4.136976e-03, 2.619440e-02, 3.459331e-02,-4.913643e-03, 1.629684e-02, 3.881545e-02, 3.262646e-03,-1.208014e-05,-1.786034e-03,-2.678598e-03, 7.118784e-03,-1.282462e-04,-6.357300e-03, 2.907986e-03,-7.401248e-04,-1.804556e-02,-4.917411e-02, 0.000000e+00, 1.611060e-03
"2000-10-20",-0.67,-0.67,0.009715966,0.014222588,0.023524583,0.015168355,0.011611029,0.015505193,0.014172720,0.016518142,0.019250455,0.019199349,0.008648699,0.009767292,0.005338539,0.007687652,0.015292155, 1.060286e-02, 7.390934e-03,-2.725954e-03, 1.087165e-02, 7.492471e-03,-5.484948e-04, 4.222360e-02, 8.589504e-03, 5.919289e-02, 2.583632e-02, 5.003967e-03, 5.242758e-03, 1.763118e-02,-5.307861e-03, 9.679267e-03,-1.629992e-03,-2.416072e-05, 7.140306e-04, 1.368691e-03, 4.503891e-03, 6.412517e-05,-1.584341e-02,-1.801178e-03, 4.064318e-03, 4.015405e-02,-4.647930e-03, 1.115549e-02, 1.279607e-02
"2000-10-23",-0.75,-0.75,0.009726253,0.005630275,0.016376599,0.011097072,0.009316652,0.015669174,0.013637412,0.014003035,0.021869865,0.009449868,0.002700000,0.009746794,0.005347897,0.005924525,0.010841540, 1.038604e-02,-2.321499e-03,-2.002725e-02, 8.582643e-03, 6.407170e-03, 6.295624e-03, 3.836553e-03,-7.704139e-03,-3.309687e-02,-6.652236e-03,-2.422451e-02, 1.862224e-04, 5.879098e-03, 5.951668e-03, 6.938194e-03, 4.882028e-03, 7.248040e-05, 4.294924e-03, 0.000000e+00,-5.425550e-03, 1.538836e-04,-1.744984e-03,-7.034997e-03,-4.064318e-03,-1.675770e-02, 2.697740e-02,-1.008769e-02,-8.138533e-03
"2000-10-24",-0.72,-0.72,0.009560335,0.007816649,0.012199508,0.012358357,0.008933085,0.014474875,0.012794882,0.013778643,0.025392125,0.008994443,0.005848077,0.011183381,0.003701351,0.006700746,0.011093376, 1.764215e-02, 5.056967e-03, 8.928041e-03, 2.098000e-02, 2.005119e-02, 2.898805e-02,-1.175105e-02, 2.385750e-02, 3.087890e-02, 3.321418e-03, 7.402925e-03, 1.138068e-03,-1.325064e-03, 1.327266e-02, 2.275919e-02, 1.622060e-03, 0.000000e+00, 0.000000e+00,-1.825338e-03,-3.417544e-03, 5.128928e-05,-2.984334e-03, 4.132238e-03, 0.000000e+00,-1.073037e-02,-5.096126e-02,-1.072972e-02, 4.635943e-03
"2000-10-25",-0.72,-0.72,0.011904789,0.009929753,0.010224969,0.011825946,0.013203295,0.016260535,0.009772410,0.011611804,0.023805041,0.010064989,0.006465292,0.014430904,0.004919350,0.007981228,0.012891160,-8.692471e-03,-6.203261e-03, 2.477816e-02,-6.382913e-03,-8.266701e-03,-6.699760e-03, 9.017948e-03,-9.038735e-03,-4.893224e-03,-2.052314e-02, 2.692396e-02,-2.347242e-02, 1.063159e-02,-5.042798e-03,-8.999491e-03, 4.850454e-03,-2.415955e-05, 1.130227e-02, 1.711352e-03,-2.776107e-04,-1.282207e-05, 7.227445e-03, 1.075466e-02,-1.454433e-02,-1.236258e-02,-3.590672e-02, 8.058061e-03, 8.891732e-03
"2000-10-26",-0.67,-0.67,0.011049977,0.005540758,0.006767570,0.014002964,0.009782638,0.014050943,0.015600545,0.013228076,0.015495515,0.014847222,0.006332456,0.017332542,0.004795832,0.005966574,0.014696360, 7.919964e-04, 5.846173e-03, 3.612966e-03,-1.293936e-02,-1.418038e-02,-6.954441e-04,-4.318414e-03,-2.147818e-02,-3.539827e-02, 1.209473e-03, 2.025146e-03,-1.245768e-03,-4.857387e-03, 3.313793e-03,-1.187228e-02,-3.231021e-03, 3.623911e-05,-1.209122e-04, 4.558664e-04, 2.864934e-03, 1.410338e-04,-5.001249e-04, 1.535885e-03,-4.895579e-03, 2.368574e-02, 1.074716e-03,-5.351887e-04,-6.025026e-03
"2000-10-27",-0.63,-0.63,0.008455767,0.006906519,0.012224238,0.012178259,0.009664368,0.013060551,0.013666748,0.014108933,0.021331245,0.012814757,0.003080584,0.014846986,0.003728270,0.006236986,0.009874209, 5.972034e-03, 7.881907e-03,-7.491072e-03, 1.098238e-02, 1.302071e-02, 1.594230e-02,-6.273203e-03, 1.944500e-03,-1.048618e-02,-1.876577e-02,-6.427083e-03, 1.128695e-02,-1.362108e-04, 3.239435e-03, 6.760514e-03,-1.619434e-03, 3.623779e-05,-1.619032e-02, 2.848110e-04, 3.592653e-03,-7.692505e-05,-6.230550e-03,-1.415216e-02,-1.889288e-03,-3.160532e-02,-2.721997e-02,-1.293121e-02, 4.126308e-03
"2000-10-30",-0.65,-0.65,0.008000000,0.007937254,0.012806834,0.010078194,0.007042727,0.010386578,0.013030196,0.012246061,0.024896847,0.012461701,0.004012481,0.011349493,0.002692582,0.005138093,0.007962412, 3.187336e-03,-1.913359e-03,-1.070031e-02, 2.719296e-03, 2.302362e-03, 6.809091e-03,-6.905876e-03,-2.513146e-04,-2.464676e-02,-8.100087e-03,-9.847257e-03, 1.396046e-02, 3.132724e-03, 8.122167e-03, 5.222080e-03, 3.236249e-03,-9.663703e-05,-3.088255e-03,-1.139147e-04, 2.204465e-03, 2.564234e-05,-2.481391e-03,-8.951006e-04,-3.783095e-04, 3.358288e-03,-1.109894e-02,-7.074859e-03, 1.337237e-02
"2000-10-31",-0.61,-0.61,0.006300794,0.007449832,0.014691018,0.009596874,0.008876936,0.010581352,0.013742707,0.010891878,0.039659728,0.012564275,0.005585696,0.008905055,0.004669047,0.004919350,0.010581257, 7.285201e-03, 1.291865e-02, 5.834797e-03, 1.754042e-02, 9.699216e-03, 1.790723e-02, 6.427988e-03, 5.264388e-03, 1.074644e-02, 5.174442e-03, 4.786538e-03, 2.148156e-02,-6.247249e-03, 3.604105e-03, 1.426963e-02, 0.000000e+00,-6.040289e-05,-6.383755e-03, 6.832935e-04, 1.466948e-03,-2.564234e-05, 1.825735e-02, 1.722059e-03, 2.267598e-03,-3.664210e-03, 4.454346e-03,-5.476465e-03,-1.606841e-02
