"real_date","rate_prop","tariff_prop","war_prop","pro_prop_d","ship_prop_d","car_prop_d","chip_prop_d","invest_prop_d","house_prop","unemp_prop","emp_prop_d","job_prop_d","retail_prop_d","gov_prop","inf_prop_d","stock_prop_d","house_prop_d","trade_prop_d"
2015-01-15,0.0202312138728324,0,0.0115606936416185,0.00289017341040462,0,0.000963391136801541,0,0,0.00674373795761079,0.00289017341040462,0.00289017341040462,0.00289017341040462,-0.000963391136801541,0.0163776493256262,-0.000963391136801541,0.000963391136801541,0.000963391136801541,0.000963391136801541
2015-01-16,0.00666666666666667,0,0.01,-0.00333333333333333,0,0,0,0,0.0166666666666667,0.00333333333333333,0,0,0,0.00333333333333333,-0.00666666666666667,0,0,0
2015-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,0.0217391304347826,0.0217391304347826,0.0652173913043478,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0
2015-01-19,0.00217864923747277,0,0.0174291938997821,-0.00217864923747277,0,0,0,0,0.00435729847494553,0,0.00435729847494553,0,0,0.00217864923747277,0,0.00217864923747277,0,0.00217864923747277
2015-01-20,0.00371747211895911,0.00247831474597274,0.0185873605947955,0.00123915737298637,0,0,0,0,0.00619578686493185,0.00247831474597274,0,0.00123915737298637,0,0.00867410161090459,0,0,0,-0.00123915737298637
2015-01-21,0,0.00357142857142857,0.00714285714285714,0,0,0.00267857142857143,0,0.000892857142857143,0.00714285714285714,0.000892857142857143,-0.000892857142857143,-0.00267857142857143,0.000892857142857143,0.00803571428571428,0,0,0,-0.000892857142857143
2015-01-22,0.00233100233100233,0.00233100233100233,0.013986013986014,0.00815850815850816,0,0.0034965034965035,0.00116550116550117,0,0.00582750582750583,0,0.00116550116550117,0.00466200466200466,0,0.00582750582750583,0,0.00233100233100233,0,0.00233100233100233
2015-01-23,0,0,0.00810185185185185,-0.00231481481481481,0,0,0.00115740740740741,0,0.0104166666666667,0,0,0.00115740740740741,0,0.00925925925925926,0,0,0,0
2015-01-24,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,0,0,0.00313479623824451,0,0,0,0,0,0.00626959247648903,0.00313479623824451,0.00313479623824451,0,0,0.0125391849529781,0,0,0,0
2015-01-26,0,0,0.0194444444444444,0.00277777777777778,0,0.00277777777777778,0,0.00555555555555556,0.0166666666666667,0,0,0.00277777777777778,0,0.00555555555555556,0,0.00833333333333333,0,0.00555555555555556
2015-01-27,0,0,0.027027027027027,0.0135135135135135,0,0,0,0,0.0405405405405405,0,0,0,0,0,0,0,0,0
2015-01-28,0.0144927536231884,0,0.0072463768115942,0,0,0,0,0,0.0144927536231884,0,0,0,0,0.0217391304347826,0.0072463768115942,0.0072463768115942,0,-0.0072463768115942
2015-01-29,0.0061022120518688,0.0015255530129672,0.011441647597254,0.0007627765064836,0,0.003813882532418,0,0.0007627765064836,0.0061022120518688,0.0007627765064836,0.0045766590389016,0.0007627765064836,0,0.0061022120518688,0.0007627765064836,0,0.0007627765064836,0.0007627765064836
2015-01-30,0.00662251655629139,0.00165562913907285,0.0132450331125828,0.00993377483443709,0,0.00496688741721854,0,0.0033112582781457,0.0115894039735099,0,0.0033112582781457,0.00165562913907285,0,0.00827814569536424,-0.0033112582781457,0,0,0
2015-01-31,0,0,0.0421052631578947,0.0210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,0,0.0026525198938992,0.0159151193633952,-0.00530503978779841,0,0,0.0026525198938992,0,0.00530503978779841,0,0,0.0026525198938992,0,0.0026525198938992,0,0,0,0.0026525198938992
2015-02-02,0,0.00114942528735632,0.00689655172413793,-0.00114942528735632,0,0.00114942528735632,0,0.00229885057471264,0.00574712643678161,0.00229885057471264,0.00459770114942529,0.00459770114942529,0,0.0103448275862069,0,0,0,0
2015-02-03,0,0,0.0238095238095238,0,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0
2015-02-04,0,0,0.00995024875621891,0.00497512437810945,0,0.00497512437810945,0,0,0,0.00248756218905473,-0.00248756218905473,0.00248756218905473,0,0.00248756218905473,0,0,0,0
2015-02-05,0.00148920327624721,0.00148920327624721,0.00967982129560685,0.00223380491437081,0,0.00223380491437081,0,0,0.00223380491437081,0,0,0.00148920327624721,-0.000744601638123604,0.00819061801935964,0,0,0.000744601638123604,0.000744601638123604
2015-02-06,0.00253807106598985,0,0.0152284263959391,-0.00253807106598985,-0.00253807106598985,-0.00253807106598985,0,0,0.0050761421319797,0,-0.00253807106598985,-0.00253807106598985,0,0,0,0.0050761421319797,0,-0.00253807106598985
2015-02-07,0,0,0.00949367088607595,-0.00316455696202532,-0.00316455696202532,0,0,0,0.00316455696202532,0,-0.00316455696202532,0,0,0.00632911392405063,0,0,0,0
2015-02-08,0.00222222222222222,0,0.0155555555555556,-0.00222222222222222,0,0.00222222222222222,0,0.00222222222222222,0.00666666666666667,0,-0.00222222222222222,0.00444444444444444,-0.00222222222222222,0.0111111111111111,0,0.00444444444444444,0,0.00222222222222222
2015-02-09,0.00303951367781155,0,0.00911854103343465,-0.00303951367781155,0,-0.00303951367781155,0,0,0.0182370820668693,0,0.00303951367781155,0,0,0.0972644376899696,0,0.00303951367781155,0,0.00303951367781155
2015-02-10,0.00191387559808612,0.000956937799043062,0.0114832535885167,0.00191387559808612,0,0,0.000956937799043062,0,0.00382775119617225,0.000956937799043062,0,0.000956937799043062,0,0.0124401913875598,0.000956937799043062,0,0,0.000956937799043062
2015-02-11,0.00170794192997438,0.00256191289496157,0.00939368061485909,0,0,0.00085397096498719,0,0.00085397096498719,0.0085397096498719,0.00512382578992314,0.00768573868488471,0.0119555935098207,0,0.00939368061485909,0,0.00085397096498719,0.00085397096498719,-0.00085397096498719
2015-02-12,0.00676982591876209,0.000967117988394584,0.0154738878143133,-0.00193423597678917,0,0.000967117988394584,0,0.000967117988394584,0.00483558994197292,0.00676982591876209,0.00290135396518375,0.00773694390715667,0,0.00386847195357834,0,0.000967117988394584,0,0
2015-02-13,0.003584229390681,0,0.01194743130227,0,0,0.00597371565113501,0,0,0.00716845878136201,0,0.001194743130227,0,-0.001194743130227,0.010752688172043,0.001194743130227,0.001194743130227,0,0
2015-02-14,0,0,0.00947867298578199,0,0,0,0,0,0.004739336492891,0,0.004739336492891,0.004739336492891,0,0.023696682464455,0,0,0,0
2015-02-15,0.0075187969924812,0,0.0150375939849624,0.0075187969924812,0,0,0,0,0,0,0.0150375939849624,0,-0.0150375939849624,0,0,0,0,0
2015-02-16,0.00101419878296146,0.00101419878296146,0.0152129817444219,0.00709939148073022,0,0.00202839756592292,0,0.00101419878296146,0.0050709939148073,0,0.00709939148073022,0,-0.00202839756592292,0.00304259634888438,0,0,0,0.00101419878296146
2015-02-17,0.0147420147420147,0,0.0122850122850123,0,0,0.00245700245700246,0,0.00491400491400491,0.00491400491400491,0,0,0,0,0.00245700245700246,0,0,0,0.00245700245700246
2015-02-18,0.0144092219020173,0,0.037463976945245,-0.00288184438040346,0,0,0,0,0.0115273775216138,0,0.00576368876080692,0,0,0.00288184438040346,0,0,0,0
2015-02-19,0,0,0.0116279069767442,0,0,0,0,0,0.0116279069767442,0,0,0.0116279069767442,0,0,0,0,0,0.0116279069767442
2015-02-20,0,0,0.0053475935828877,0,0,0,0,0,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877,0,0.0053475935828877,0,0,0,0
2015-02-21,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0
2015-02-22,0.027027027027027,0.027027027027027,0.027027027027027,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23,0.00568181818181818,0,0.0170454545454545,0.00568181818181818,0,0.00568181818181818,0,0,0.0227272727272727,0,0,0,0,0,0,0,0,0
2015-02-24,0,0.00119189511323004,0.0190703218116806,0,0,0.00238379022646007,0,0,0.00715137067938021,0,-0.00715137067938021,-0.00595947556615018,0.00357568533969011,0.00595947556615018,0,0,0,0.00238379022646007
2015-02-25,0.00564971751412429,0.00225988700564972,0.0101694915254237,0.00225988700564972,0,0.00112994350282486,0,0,0.0180790960451977,0,0.00225988700564972,0,0,0.00564971751412429,0,0,0,0
2015-02-26,0.00415973377703827,0.00166389351081531,0.0116472545757072,0,0,0.00166389351081531,0,0,0.0124792013311148,0,0.00166389351081531,0,0,0.00915141430948419,0,0,0,0.000831946755407654
2015-02-27,0.0029940119760479,0.0029940119760479,0.00898203592814371,0.00449101796407186,0,0.00149700598802395,0,0.00149700598802395,0.0209580838323353,0.0029940119760479,0.00449101796407186,0.00149700598802395,0.00149700598802395,0.00149700598802395,0.00149700598802395,0.00149700598802395,0,0
2015-02-28,0,0.0028328611898017,0.0311614730878187,0.0084985835694051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,0.00826446280991736,0,0.0165289256198347,0,0,0,0,0,0,0,0,0,0,0.0165289256198347,0,0.00826446280991736,0,0.00826446280991736
2015-03-02,0,0.0010482180293501,0.0125786163522013,-0.00209643605870021,0,0,0,0,0.0157232704402516,0.0010482180293501,0.00209643605870021,0.00209643605870021,-0.0010482180293501,0.00943396226415094,0,0.0010482180293501,0,0
2015-03-03,0.000925069380203515,0,0.00740055504162812,-0.00370027752081406,0,-0.000925069380203515,0,0,0.00462534690101758,0.000925069380203515,0.00185013876040703,0.00277520814061055,0,0.00555041628122109,0.000925069380203515,0,0,-0.000925069380203515
2015-03-04,0,0,0.0305343511450382,0,0,0,0,0,0.00763358778625954,0,0,0,0,0.0152671755725191,0,0.0152671755725191,0,0.00763358778625954
2015-03-05,0,0,0.00884955752212389,0,0,0,0,0,0.00884955752212389,0,-0.00884955752212389,0,-0.00884955752212389,0,0,0,0,-0.00884955752212389
2015-03-06,0,0,0.0294985250737463,0.00294985250737463,0,0,0,0,0.00884955752212389,0,0.00147492625368732,0,0,0.00147492625368732,0,0,0,0.00147492625368732
2015-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,0,0,0.0173267326732673,0.00247524752475248,0,0,0,-0.00247524752475248,0.00495049504950495,0,0,0,0,0,0,0.00495049504950495,0,0
2015-03-09,0.0163934426229508,0,0.0245901639344262,-0.00819672131147541,0,0,0.00409836065573771,0,0,0,0.00409836065573771,0,0,0.0122950819672131,0,0,0,0
2015-03-10,0.0033195020746888,0,0.0215767634854772,0.0024896265560166,0,0,0,0,0.00995850622406639,0,0.0033195020746888,0.000829875518672199,0,0.00580912863070539,0.000829875518672199,0.0016597510373444,0,-0.000829875518672199
2015-03-11,0.00634632819582956,0.00181323662737987,0.014505893019039,0,0,0.00181323662737987,0,0.000906618313689937,0.0108794197642792,0,-0.000906618313689937,0.000906618313689937,0,0.0126926563916591,0.000906618313689937,-0.00181323662737987,0,0.000906618313689937
2015-03-12,0.0319488817891374,0.00319488817891374,0.0159744408945687,0.00638977635782748,0,0.00319488817891374,0,0,0.012779552715655,0,0,0,0.00319488817891374,0.0287539936102236,0,0,0,0
2015-03-13,0.046875,0,0.03125,0,0,-0.015625,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0
2015-03-14,0.0192307692307692,0,0.0307692307692308,0,0,0.00384615384615385,0,0,0.00384615384615385,0,-0.00384615384615385,0,0,0.00384615384615385,0,0,0.00384615384615385,0
2015-03-15,0.0317919075144509,0.00289017341040462,0.0375722543352601,-0.00289017341040462,0,0,0,0,0.00867052023121387,0,0,0,0.00289017341040462,0.00578034682080925,0,0.00289017341040462,0,0.00289017341040462
2015-03-16,0.0306569343065693,0,0.0116788321167883,0.00437956204379562,0,-0.00145985401459854,0.00145985401459854,0,0.00875912408759124,0,-0.00437956204379562,-0.0072992700729927,0,0.0072992700729927,-0.00145985401459854,0.00291970802919708,0,0
2015-03-17,0,0,0.0113636363636364,0,0,0,0,0,0,0,-0.00378787878787879,-0.00757575757575758,0,0,0,0,0,0.00378787878787879
2015-03-18,0.0118845500848896,0,0.0110356536502547,0.00169779286926995,0,0.00169779286926995,0.000848896434634975,0,0.0101867572156197,0.00933786078098472,0.0067911714770798,0.00424448217317487,0,0.00509337860780985,0,0.00169779286926995,0,0.000848896434634975
2015-03-19,0.0324074074074074,0,0.00462962962962963,0,0,0,0,0,0.0231481481481481,0,0,0,0,0.00925925925925926,0,0,0,0
