"date","rate_prop","tariff_prop","war_prop","pro_prop_d","ship_prop_d","car_prop_d","chip_prop_d","invest_prop_d","house_prop","unemp_prop","emp_prop_d","job_prop_d","retail_prop_d","gov_prop","inf_prop_d","stock_prop_d","house_prop_d","trade_prop_d"
2017-08-16,0,0,0.0226537216828479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,0,0,0.0141242937853107,0,0,0,0,0,0.00423728813559322,0,0.00141242937853107,0,0,0.00141242937853107,0,0,0,0
2017-08-18,0,0.00176056338028169,0.0105633802816901,0,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0
2017-08-19,0,0,0.0171428571428571,0,0,0,0,0,0,0,-0.00571428571428571,-0.00571428571428571,0,0,0,0,0,0
2017-08-20,0,0,0.00701754385964912,0,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0
2017-08-21,0,0,0.012987012987013,0.00649350649350649,0,0,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0
2017-08-22,0,0,0.00761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,0,0,0.00327332242225859,0.0016366612111293,0,-0.0016366612111293,0,0,0,0,-0.00327332242225859,-0.00327332242225859,0,0.00490998363338789,0,0,0,0
2017-08-24,0,0,0.005859375,0.001953125,0,0,0,0,0.001953125,0,-0.001953125,0,0,0.00390625,0,0,0,0
2017-08-25,0,0,0.0101781170483461,0,0,0,0,0,0.00508905852417303,0,0,0,0,0,0,0,0.00254452926208651,0
2017-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,0,0,0.0060790273556231,0,0,0,0,0,0.00303951367781155,0,0.00303951367781155,0,0,0,0,0,0,0
2017-08-28,0,0,0,0,0,0,0,0,0.00184842883548983,0,0,0,0,0,0,0,0,0
2017-08-29,0,0,0.00191938579654511,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0
2017-08-30,0,0,0.00141843971631206,0,0,0,0,0,0.00141843971631206,0,0.00141843971631206,0,0,0.00141843971631206,0,0,0,0
2017-08-31,0.00179856115107914,0,0.00719424460431655,0.00179856115107914,0,0,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0
2017-09-01,0,0,0.02,0.0025,0,0,0.0025,0,0,0,0,0,0,0.0025,0,0,0,0
2017-09-02,0,0,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0.0075187969924812,0,0,0,0
2017-09-03,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-04,0,0,0.00868055555555556,0,0,0,0,0,0.00347222222222222,0,0.00173611111111111,0,0,0.00173611111111111,0,0,0,0
2017-09-05,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0.00187265917602996,0,0,0,0
2017-09-06,0,0,0.00348432055749129,-0.00174216027874564,0,0,0,0,0,0,0.00174216027874564,0,0,0.00348432055749129,0,0,0,0
2017-09-07,0,0,0.00415800415800416,0,0,0,0,0,0.00207900207900208,0,0.00207900207900208,0,0,0,0,0,0,0
2017-09-08,0,0,0.00788643533123028,0,0,0,0,0,0.00157728706624606,0,0,0,0,0,0,0,0,0
2017-09-09,0,0,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,0,0,0,0,0,0,0,0,0.00917431192660551,0,0,0,0,0,0,0,0,0
2017-09-11,0,0,0.00409836065573771,0,0,0,0,0,0,0,0.00409836065573771,0.00204918032786885,0,0,0,0,0,0
2017-09-12,0,0,0.0018450184501845,0,0,0,0,0,0,0,-0.0018450184501845,0,0,0.00553505535055351,0,0,0,0
2017-09-13,0,0,0.00323624595469256,0,0,0,0,0,0.00323624595469256,0.00161812297734628,0.00323624595469256,0.00485436893203883,0,0.00161812297734628,0,0,0,0
2017-09-14,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0.0160642570281124,0,0,0,0
2017-09-15,0,0,0.00194931773879142,0,0,0,0,0,0.00779727095516569,0,0.00194931773879142,0,0,0.00194931773879142,0,0,0,0
2017-09-16,0,0,0.00735294117647059,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0
2017-09-17,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-18,0,0,0.00584795321637427,0,0,0,0,0,0.00292397660818713,0,0,0,0,0.00292397660818713,0,0,0,0
2017-09-19,0,0,0.00617283950617284,0,0,0,0,0,0.00308641975308642,0,0,0,0,0.00925925925925926,0,0,0,0
2017-09-20,0,0,0.00677966101694915,0,0,0,0,0,0,0,0,0.00169491525423729,0,0.00169491525423729,0,0,0,0
2017-09-21,0,0,0.00277392510402219,0,0,0,0,0,0.00277392510402219,0,0,-0.0013869625520111,0,0.00970873786407767,0,0,0,0
2017-09-22,0,0,0.00538599640933573,0,0,0,0,0.00179533213644524,0.00179533213644524,0,0,0,0,0.00359066427289048,0,0,0,0
2017-09-23,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-24,0,0,0.0206611570247934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-25,0,0.00174216027874564,0.0209059233449477,0,0,0,0,0,0.00174216027874564,0.00174216027874564,0,0.00174216027874564,0,0,0,0,0,0
2017-09-26,0,0,0.00667779632721202,0.00166944908180301,0,0,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0
2017-09-27,0,0.00206611570247934,0.0185950413223141,0,0,0,0,0,0,0,0.00619834710743802,0,0,0,0,0,0,0
2017-09-28,0,0,0.00519031141868512,-0.00173010380622837,0,0,0,0,0.00173010380622837,0,0,0,0,0.00346020761245675,0,0,0,0
2017-09-29,0,0,0.0067001675041876,-0.0033500837520938,0,0,0,0,0.0033500837520938,0,0,0,0,0,0,0,0,0
2017-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,0,0,0.0130293159609121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801
2017-10-02,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03,0,0,0,0,0,0,0,0,0,0,0,0.00546448087431694,0,0,0,0,0,0
2017-10-04,0,0,0.0176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-05,0,0,0.0168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-07,0,0,0,0,0,0,0,0,0,0,-0.00671140939597315,0,0,0.00671140939597315,0,0,0,0
2017-10-08,0,0,0.00896860986547085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-09,0,0,0.0132450331125828,0,0,0,0.0022075055187638,0,0.0022075055187638,0,-0.0022075055187638,-0.0022075055187638,0,0,0,0,0,0
2017-10-10,0,0,0.00981996726677578,0,0,0,0.0016366612111293,0,0,0,-0.0016366612111293,0,0,0.0016366612111293,0,0,0,0
2017-10-11,0,0,0.00269905533063428,0.00134952766531714,0,0.00134952766531714,0,0,0,0,0,0,0,0.00404858299595142,0,0,0,0
2017-10-12,0,0,0.0154320987654321,0,0,0,0.00154320987654321,0,0,0,0,0,0,0,0,0,0,0
2017-10-13,0,0,0.00618556701030928,0,0,0,0,0,0.00206185567010309,0.00206185567010309,0,0,0,0,0,0,0,0
2017-10-14,0,0,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0
2017-10-15,0,0,0.00311526479750779,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0
2017-10-16,0.00158478605388273,0,0.0126782884310618,-0.00158478605388273,0,0,0,0,0.00316957210776545,0,0,0,0,0.00158478605388273,0,0,0,0
2017-10-17,0,0,0.00135685210312076,0,0,0,0,0,0.00135685210312076,0,0,0,0,0.00135685210312076,0,0,0,0
2017-10-18,0,0,0.0166358595194085,0,0,0,0,0,0,0.00184842883548983,-0.00184842883548983,0.00369685767097967,0,0,0,0,0,0
2017-10-19,0.0139211136890951,0,0.00464037122969838,0,0,0,0,0,0.00232018561484919,0.00232018561484919,0,0.00232018561484919,0,0,0,0,0,0
2017-10-20,0,0.00290697674418605,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-22,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23,0,0,0.00547195622435021,0.0027359781121751,0,0.00136798905608755,0,0,0.0027359781121751,0,0,0,0,0.0027359781121751,0,0,0,0
2017-10-24,0.00183823529411765,0,0.00183823529411765,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0
2017-10-25,0,0,0.00186567164179104,-0.00186567164179104,0,0,0,0,0,0,0.00186567164179104,0,0,0,0,0,0,0
2017-10-26,0.0023094688221709,0,0.0092378752886836,0,0,0,0,0,0.0069284064665127,0,0,0,0,0,0,0,0,0
2017-10-27,0,0,0.0142566191446029,0,0,0,0,0,0.0183299389002037,0,0,0,0,0,0,0,0.00203665987780041,0
2017-10-28,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-29,0,0,0.0253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-30,0,0,0.00841750841750842,0,0,0.00168350168350168,0,0,0,0,0.00168350168350168,0,0,0.00336700336700337,0,0,0,0
2017-10-31,0,0,0.00420168067226891,0.00210084033613445,0,0,0,0,0,0,0,0,0,0.00630252100840336,0,0,0,0
2017-11-01,0,0,0.00591715976331361,0,0,0,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0
2017-11-02,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,-0.00284900284900285,0,0.00284900284900285,0,0,0,0
2017-11-03,0,0,0.00709219858156028,0,0,0,0,0,0.00177304964539007,0,0,0,0,0,0,0,0,0
2017-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-05,0,0,0.00398406374501992,0,0,0,0.00398406374501992,0,0.00398406374501992,0,0,0,0,0,0,0,0,0
2017-11-06,0,0,0.0077720207253886,0,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0
2017-11-07,0,0,0.00765027322404372,0,0,0,0,0,0,0,0,0,0,0.00109289617486339,0,0,0,0
2017-11-08,0,0,0.0109546165884194,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0
2017-11-09,0,0,0.00196463654223969,0.00196463654223969,0,0,0,0,0.00392927308447937,0,0,0,0,0,0,0,0,0
2017-11-10,0,0,0.00522193211488251,0.00261096605744125,0,0,0,0,0,0,0,0,0,0.00522193211488251,0,0,0,0
2017-11-11,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-12,0,0,0.00359712230215827,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0,0
2017-11-13,0,0,0.00364298724954463,0,0,-0.00182149362477231,0,0,0.00182149362477231,0,0,0,0,0.00182149362477231,0,0,0,0
2017-11-14,0,0,0.0050251256281407,-0.0016750418760469,0,0,0,0,0,0,0,0,0,0.0016750418760469,0,0,0,0
2017-11-15,0,0,0.00396039603960396,0,0,0,0,0,0.00396039603960396,0.00594059405940594,0,0.00594059405940594,0,0,0,0,0,0
2017-11-16,0,0,0.00253164556962025,0,0,0,0,0,0,0,0.00506329113924051,0,0,0,0,0,0,0
2017-11-17,0,0,0.00783289817232376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261096605744125
2017-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-19,0,0,0.0133779264214047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-20,0,0,0.00958466453674121,0,0,0,0,0,0.00638977635782748,0,0,0,0,0.00159744408945687,0,0,0,0
2017-11-21,0,0,0.00394477317554241,0,0,0,0.0019723865877712,0,0,0,0.0019723865877712,-0.0019723865877712,0,0.0019723865877712,0,0,0,0
2017-11-22,0,0.00746268656716418,0.00373134328358209,0,0,0,0,0,0,0.00186567164179104,-0.00186567164179104,0,0,0,0,0,0,0
2017-11-23,0,0.00118906064209275,0.00118906064209275,0,0,0.00118906064209275,0,0,0.00118906064209275,0,0,0,0,0,0,0,0,0
2017-11-24,0,0,0.00252525252525253,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0
2017-11-25,0,0,0.015625,0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0
2017-11-26,0,0,0.00604229607250755,0,0,0,0.00302114803625378,0,0.00302114803625378,0,0,0,0,0,0,0,0,0
2017-11-27,0,0,0.0056710775047259,0,0,0,0,0,0,0,0,0.00189035916824197,0,0,0,0,0,0
2017-11-28,0,0,0.00475059382422803,-0.00237529691211401,0,0,0,0,0.00237529691211401,0,0,0,0,0.00237529691211401,0,0,0,0
2017-11-29,0.00296296296296296,0,0.00888888888888889,0,0,0,0,0,0,0,0,0,0,0.00296296296296296,0,0,0,0
2017-11-30,0.00355871886120996,0,0.00177935943060498,-0.00533807829181495,0,0,0,0,0,0,0,0,0,0.00177935943060498,0,0,0,0
2017-12-01,0.00175438596491228,0,0.00350877192982456,0,0,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0,0
2017-12-02,0,0,0.0327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-03,0,0,0.0212121212121212,0,0,0,0,0.00303030303030303,0,0,0,0,0,0.00303030303030303,0,0,0,0
2017-12-04,0,0,0.011142061281337,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0
2017-12-05,0,0,0.011441647597254,0,0,0,0,0,0,0,0,0.0022883295194508,0,0,0,0,0,0
2017-12-06,0,0,0.00369913686806412,0.00123304562268804,0,-0.00123304562268804,0,0,0,0,0,0,0,0.00246609124537608,0,0,0,0
2017-12-07,0,0,0.0127713920817369,0,0,0,0,0,0,0,0.00127713920817369,0,0,0.00127713920817369,0,0,0,0
2017-12-08,0,0,0.0124069478908189,0.00248138957816377,0,0.00496277915632754,0,0,0.00248138957816377,0,0,0,0,0.00248138957816377,0,0,0,0
2017-12-09,0,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-10,0,0,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465116279069767
2017-12-11,0,0,0.0115163147792706,0,0,0,0,0,0.00191938579654511,0,0,0.00383877159309021,0,0,0,0,0,0
2017-12-12,0,0,0.00603621730382294,-0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13,0,0.00198807157057654,0.00198807157057654,0,0,0,0,0,0,0.00198807157057654,-0.00198807157057654,0,0,0.00198807157057654,0,0,0,0
2017-12-14,0.00628930817610063,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,0,0,0.00416666666666667,0.00208333333333333,0,0,0,0,0,0,0.00208333333333333,0,0,0.00208333333333333,0,0,0,0
2017-12-16,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,0,0,0.0178041543026706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,0,0,0.0109546165884194,0,0,0.00156494522691706,0,0,0.00156494522691706,0,0,0,0,0.00156494522691706,0,0,0,0
2017-12-19,0,0,0.00584795321637427,-0.0116959064327485,0,0,0,0,0,0,0,0.00194931773879142,0,0.00194931773879142,0,0,0,0
2017-12-20,0,0,0,0,0,0,0,0,0,0.00258397932816537,0,0,0,0,0,0,0,0
2017-12-21,0,0,0.00548446069469835,0,0,0,0,0,0.00182815356489945,0,0,0,0,0,0,0,0,0
2017-12-22,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-25,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0
2017-12-26,0,0,0.00946969696969697,0,0,0,0,0,0,0,0.00189393939393939,0,0,0.00189393939393939,0,0,0,0
2017-12-27,0,0,0.0045045045045045,0,0,0,0,0,0.00225225225225225,0,-0.00225225225225225,-0.00225225225225225,0,0,0,0,0,0
2017-12-28,0,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0
2017-12-29,0,0,0.00611620795107034,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0
2017-12-30,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0
2017-12-31,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-01,0,0,0.0075187969924812,0,0,0,0.0037593984962406,0,0,0,0,0,0,0.0037593984962406,0,0,0,0
2018-01-02,0,0,0.0050251256281407,-0.00251256281407035,0,0,0.00125628140703518,0,0.00251256281407035,0,-0.00125628140703518,0,0,0.0050251256281407,0,0,0,-0.00125628140703518
2018-01-03,0,0.00135685210312076,0.00271370420624152,-0.00542740841248304,0,0,0,0,0,0,-0.00271370420624152,-0.00271370420624152,0,0.00542740841248304,0,0,0,0
2018-01-04,0,0,0.00137931034482759,0,0,0,0.00137931034482759,0,0,0,0,0,0.00137931034482759,0.00137931034482759,0,0,0,0
2018-01-05,0,0,0.00566037735849057,0,0,0,0,0,0,0,0,0,0,0.00566037735849057,0,0,0,0
2018-01-06,0,0,0.014218009478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,0,0,0.00641848523748395,0,0,0,0,0.00128369704749679,0.00128369704749679,0,0,0,0,0.00128369704749679,0,0,0,0
2018-01-09,0,0,0.00424929178470255,0,0,0,0,0,0.00141643059490085,0,0.00141643059490085,0,0,0.00141643059490085,0,0,0,0
2018-01-10,0,0,0.00341880341880342,0,0,0,0,0,0.00341880341880342,0,-0.00170940170940171,0.00170940170940171,0,0.00170940170940171,0,0,0,0
2018-01-11,0,0,0.0056657223796034,0,0,0,0,0,0.0028328611898017,0,-0.00141643059490085,0,0,0.00424929178470255,0,0,0,0
2018-01-12,0,0,0.00854700854700855,-0.00142450142450142,0,0,0,-0.00142450142450142,0.00142450142450142,0,0.00142450142450142,0.00142450142450142,0,0,0,0,0,0
2018-01-13,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-14,0,0,0.0114068441064639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-15,0,0,0.0112201963534362,0.00140252454417952,0,0,0,0,0.00140252454417952,0,0,0,0,0,0,0,0,0
2018-01-16,0,0,0.00732600732600733,0,0,0,0,0,0,0,0,0,0,0.00732600732600733,0,0,0,0
2018-01-17,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0.00148367952522255,0,0.00148367952522255,0,0
2018-01-18,0.00515463917525773,0.00515463917525773,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,0.00185873605947955,0,0.00743494423791822,0,0,0,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0
2018-01-20,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-22,0,0,0.00690846286701209,0.00172711571675302,0,0,0,0,0.00345423143350604,0,0,0,0,0,0,0,0,0
2018-01-23,0,0.00586854460093897,0.00938967136150235,0,0,0,0,0,0.00117370892018779,0,0,0,0,0,0,0,0,0
2018-01-24,0,0.00156739811912226,0.0188087774294671,0,0,0,0,0,0.00156739811912226,0.00156739811912226,0,0,0,0.00313479623824451,0,0,0,0
2018-01-25,0,0,0.00142857142857143,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0
2018-01-26,0,0,0.00928792569659443,0,0,0,0,0,0,0,0.00154798761609907,0.00154798761609907,0,0.00154798761609907,0,0,0,-0.00154798761609907
2018-01-27,0,0,0.0225563909774436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-28,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0,0,0,0
2018-01-29,0,0,0.00476947535771065,0,0,0,0,0,0.00476947535771065,0,0,0,0,0.00158982511923688,0,0,0,0
2018-01-30,0,0,0.00163132137030995,0,0,0,0,0,0,0,0.00163132137030995,0,0,0.00163132137030995,0,0,0,0
2018-01-31,0,0,0.00138312586445367,-0.00138312586445367,0,0,0,0,0.00276625172890733,0,0,0,0,0,0,0,0,0
2018-02-01,0,0,0.00492610837438424,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0
2018-02-02,0,0,0.0099403578528827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-04,0,0,0.0141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-05,0,0,0.00470588235294118,0,0,0,-0.00117647058823529,0,0.00235294117647059,0,0.00352941176470588,0,0,0.00117647058823529,0,0,0,0
2018-02-06,0,0,0.00644329896907216,0,0,0,0,0,0.00257731958762887,0,-0.00128865979381443,-0.00128865979381443,0,0.00128865979381443,0,0,0,0
2018-02-07,0,0,0,-0.00124223602484472,0,0,0,0,0.00248447204968944,0,0,0,0,0.00124223602484472,0,0,0,0
2018-02-08,0,0,0.0023094688221709,0,0,0,0.00115473441108545,0.00115473441108545,0,0,0.00115473441108545,0,0,0.00115473441108545,0,0,0,0
2018-02-09,0,0,0.00179856115107914,0,0,0,0,0,0.00179856115107914,0,0,0,0,0.00179856115107914,0,0,0,0
2018-02-10,0,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0
2018-02-11,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-12,0,0,0.00149253731343284,0,0,0,0,0,0.00298507462686567,0,0,0,0,0.00149253731343284,0,0,0,0
2018-02-13,0,0.0017636684303351,0.00529100529100529,0,0,0.0017636684303351,0,0.0017636684303351,0,0,0,0,0,0.00881834215167548,0,0,0,0
2018-02-14,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0.00766283524904215,0,0,0,0
2018-02-15,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-16,0,0,0,0,0,0,0,0,0,0,-0.0232558139534884,0,0,0,0,0,0,0
2018-02-17,0,0.00819672131147541,0.0245901639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-18,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0
2018-02-19,0,0.00209205020920502,0.00627615062761506,0,0,0,0,0,0.00209205020920502,0,0,-0.00209205020920502,0,0.00209205020920502,0,0,0,0
2018-02-20,0,0.0037593984962406,0.0131578947368421,0,0,0,0,0,0.0018796992481203,0,-0.0018796992481203,0,0,0.0093984962406015,0,0,0,0
2018-02-21,0,0.00828729281767956,0.00552486187845304,0,0,0,0,0,0.0165745856353591,0,-0.00276243093922652,0,0,0,0,0,0,0
2018-02-22,0,0.00193050193050193,0.00193050193050193,-0.00193050193050193,0,0,0,0,0.00193050193050193,0,0,0,0,0.00193050193050193,0,0,0,0
2018-02-23,0,0.00383141762452107,0.00766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-24,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-25,0,0,0.0119047619047619,0,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0
2018-02-26,0.00175438596491228,0.00175438596491228,0.00701754385964912,-0.00175438596491228,0,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0,0
2018-02-27,0.00704225352112676,0.00140845070422535,0.0028169014084507,0,0,0,0,0.00140845070422535,0.00422535211267606,0,0,0,0.00140845070422535,0,0,0,0,0
2018-02-28,0,0,0.00650759219088937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,0,0.0123203285420945,0.026694045174538,0.0082135523613963,0,-0.00205338809034908,0,0,0.00205338809034908,0,0.00205338809034908,0,0,0,0,0,0,-0.00410677618069815
2018-03-03,0,0,0.0487804878048781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,0,0.0153061224489796,0.0408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-05,0,0.00321888412017167,0.01931330472103,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0
2018-03-06,0,0.0015552099533437,0.0139968895800933,0,0,-0.0015552099533437,0,0,0.0031104199066874,0,0,0,0,0.0015552099533437,0,0,0,0
2018-03-07,0,0.00515463917525773,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0
2018-03-09,0,0.0125260960334029,0.0125260960334029,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0.00208768267223382
2018-03-10,0,0.0109409190371991,0.0175054704595186,0,0,0,0,0,0.00437636761487965,0,0,0,0,0,0,0,0,0
2018-03-11,0,0,0,0,0,-0.00588235294117647,0,0,0,0.00588235294117647,-0.00588235294117647,0,0,0,0,0,0,0
2018-03-12,0,0.00277777777777778,0.00416666666666667,0,0,0,0,0,0.00138888888888889,0,-0.00138888888888889,0.00138888888888889,0,0,0,0,0,0
2018-03-13,0,0.00495662949194548,0.00619578686493185,0,0,0,0,0.00123915737298637,0,0,0.00123915737298637,0,0.00123915737298637,0.00247831474597274,0,0,0,0
2018-03-14,0,0.00224719101123596,0.00674157303370787,-0.00112359550561798,0,0,0,0,0,0,0.00112359550561798,0.00674157303370787,0,0,0,0,0,0
2018-03-15,0,0.00308166409861325,0.00462249614791988,0,0,0,0,0,0,0,0.00308166409861325,0.00308166409861325,0,0.00308166409861325,0,0,0,0
2018-03-16,0,0.00150829562594268,0.0105580693815988,0,0,0,0,0,0.00301659125188537,0,-0.00150829562594268,-0.00150829562594268,0,0.00150829562594268,0,0,0,0
2018-03-17,0,0.0116279069767442,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0
2018-03-19,0,0.00268456375838926,0.00268456375838926,0.00134228187919463,0,0,0,0,0.00268456375838926,0,0.00134228187919463,0,0,0,0,0,0,0
2018-03-20,0,0.00136425648021828,0.00272851296043656,0.00136425648021828,0,0,0,0,0,0,-0.00272851296043656,0,0,0.00409276944065484,0,0,0,0
2018-03-21,0.00113250283125708,0.00226500566251416,0.00453001132502831,0,0.00113250283125708,0,0,0,0.00113250283125708,0.00113250283125708,0,0,0,0.00339750849377123,0,0,0,0
2018-03-22,0.00134408602150538,0.00806451612903226,0.010752688172043,0,0,0,0,0,0.00134408602150538,0,0,0,0,0.00134408602150538,0,0,0,0
2018-03-23,0.00159489633173844,0.0223285486443381,0.0287081339712919,0,0,0,0,0,0.00159489633173844,0.00159489633173844,0,0.00318979266347687,0,0,0,0,0,0
2018-03-24,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
